Rank,Function_Name,Operation_Type,Category,Score,Reasoning_Summary,Message_Structures,SMIDs_Identified
1,dma_buf_phys_convert,dma_operations,AIARelevantFunction,90,"**AIARelevantFunction Score (90)**: The function `dma_buf_phys_convert` is heavily involved in managing DMA buffers, which are critical for AI Accelerator (AIA) operations. It retrieves a DMA buffe...",[struct dma_buf_phys_file; struct dma_buf; struct dma_buf_attachment; struct sg_table],[dma_addr_t; dma_buf*; device*; sg_table*; scatterlist*; u64]
2,rproc_alloc_carveout,functions_by_file,AIARelevantFunction,80,"**AIARelevantFunction (80%)**: The function `rproc_alloc_carveout` is involved in allocating coherent DMA memory, which is critical for AI Accelerator integration. It uses `dma_alloc_coherent`, whi...",[struct rproc_mem_entry],[dma; da; va]
3,rpmsg_probe,functions_by_file,AIARelevantFunction,80,**AIARelevantFunction (80)**: The function `rpmsg_probe` is involved in setting up communication between the host and a remote processor using the RPMsg protocol. It allocates coherent memory for b...,[virtproc_info; rpmsg_device; scatterlist],[bufs_dma; dma_address]
4,dma_heap_map_dma_buf,functions_by_file,AIARelevantFunction,80,"**AIARelevantFunction Score (80)**: The function `dma_heap_map_dma_buf` is involved in mapping a DMA buffer for use with a device, which is relevant for AI Accelerator integration. It utilizes the ...",[struct dma_buf_attachment; struct sg_table; struct carveout_dma_heap_buffer],[dma_addr_t; phys_addr_t; void* vaddr; u64 paddr]
5,dma_buf_phys_ioctl,user_copy_operations,AIARelevantFunction,70,"**AIARelevantFunction (70%)**: The function `dma_buf_phys_ioctl` is involved in handling IOCTL commands related to DMA buffers, which can be relevant for AI Accelerator integration. It uses `copy_f...",[struct dma_buf_phys_data],[fd; phys]
6,rpmsg_sg_init,functions_by_file,AIARelevantFunction,40,"**AIARelevantFunction (40%)**: The function `rpmsg_sg_init` initializes a scatter-gather list, which is often used in DMA operations. While it does not directly interact with an AI Accelerator (AIA...",struct scatterlist,dma_address; length
1,rpmsg_ctrldev_ioctl,user_copy_operations,Relevant_KD_Entry_Point,100,"**AIARelevantFunction Score (0)**: The function `rpmsg_ctrldev_ioctl` does not directly interact with an AI Accelerator (AIA) or shared memory (SMem) management. Instead, it primarily deals with th...",[struct rpmsg_endpoint_info; struct rpmsg_channel_info],[src; dst; name]
2,dma_heap_ioctl_allocate,ioctl_operations,Relevant_KD_Entry_Point,100,**AIARelevantFunction Score (0)**: The function `dma_heap_ioctl_allocate` does not directly involve sharing memory with an AI Accelerator (AIA). It primarily focuses on allocating a buffer from a D...,[struct dma_heap_allocation_data],[fd]
3,rpmsg_eptdev_ioctl,ioctl_operations,Relevant_KD_Entry_Point,100,**AIARelevantFunction Score (0)**: The function `rpmsg_eptdev_ioctl` does not involve any operations related to shared memory (SMem) with an AI Accelerator (AIA). It primarily checks the command re...,None,None
4,dma_buf_phys_ioctl,user_copy_operations,Relevant_KD_Entry_Point,90,"**AIARelevantFunction (70%)**: The function `dma_buf_phys_ioctl` is involved in handling IOCTL commands related to DMA buffers, which can be relevant for AI Accelerator integration. It uses `copy_f...",[struct dma_buf_phys_data],[fd; phys]
5,dma_buf_phys_convert,dma_operations,Relevant_KD_Entry_Point,80,"**AIARelevantFunction Score (90)**: The function `dma_buf_phys_convert` is heavily involved in managing DMA buffers, which are critical for AI Accelerator (AIA) operations. It retrieves a DMA buffe...",[struct dma_buf_phys_file; struct dma_buf; struct dma_buf_attachment; struct sg_table],[dma_addr_t; dma_buf*; device*; sg_table*; scatterlist*; u64]
6,dma_heap_ioctl,user_copy_operations,Relevant_KD_Entry_Point,80,**AIARelevantFunction Score (0)**: The function `dma_heap_ioctl` does not directly involve any operations related to sharing memory with an AI Accelerator (AIA). It primarily handles IOCTL commands...,None,None
7,rpmsg_probe,functions_by_file,Relevant_KD_Entry_Point,70,**AIARelevantFunction (80)**: The function `rpmsg_probe` is involved in setting up communication between the host and a remote processor using the RPMsg protocol. It allocates coherent memory for b...,[virtproc_info; rpmsg_device; scatterlist],[bufs_dma; dma_address]
8,rproc_alloc_carveout,functions_by_file,Relevant_KD_Entry_Point,60,"**AIARelevantFunction (80%)**: The function `rproc_alloc_carveout` is involved in allocating coherent DMA memory, which is critical for AI Accelerator integration. It uses `dma_alloc_coherent`, whi...",[struct rproc_mem_entry],[dma; da; va]
9,rpmsg_sg_init,functions_by_file,Relevant_KD_Entry_Point,20,"**AIARelevantFunction (40%)**: The function `rpmsg_sg_init` initializes a scatter-gather list, which is often used in DMA operations. While it does not directly interact with an AI Accelerator (AIA...",struct scatterlist,dma_address; length
1,rpmsg_ctrldev_ioctl,user_copy_operations,Message_Structure_Handling,100,"**AIARelevantFunction Score (0)**: The function `rpmsg_ctrldev_ioctl` does not directly interact with an AI Accelerator (AIA) or shared memory (SMem) management. Instead, it primarily deals with th...",[struct rpmsg_endpoint_info; struct rpmsg_channel_info],[src; dst; name]
2,dma_heap_ioctl_allocate,ioctl_operations,Message_Structure_Handling,100,**AIARelevantFunction Score (0)**: The function `dma_heap_ioctl_allocate` does not directly involve sharing memory with an AI Accelerator (AIA). It primarily focuses on allocating a buffer from a D...,[struct dma_heap_allocation_data],[fd]
3,rproc_alloc_carveout,functions_by_file,Message_Structure_Handling,90,"**AIARelevantFunction (80%)**: The function `rproc_alloc_carveout` is involved in allocating coherent DMA memory, which is critical for AI Accelerator integration. It uses `dma_alloc_coherent`, whi...",[struct rproc_mem_entry],[dma; da; va]
4,rpmsg_probe,functions_by_file,Message_Structure_Handling,90,**AIARelevantFunction (80)**: The function `rpmsg_probe` is involved in setting up communication between the host and a remote processor using the RPMsg protocol. It allocates coherent memory for b...,[virtproc_info; rpmsg_device; scatterlist],[bufs_dma; dma_address]
5,dma_buf_phys_convert,dma_operations,Message_Structure_Handling,85,"**AIARelevantFunction Score (90)**: The function `dma_buf_phys_convert` is heavily involved in managing DMA buffers, which are critical for AI Accelerator (AIA) operations. It retrieves a DMA buffe...",[struct dma_buf_phys_file; struct dma_buf; struct dma_buf_attachment; struct sg_table],[dma_addr_t; dma_buf*; device*; sg_table*; scatterlist*; u64]
6,rproc_handle_vdev,functions_by_file,Message_Structure_Handling,80,**AIARelevantFunction Score (0)**: The function `rproc_handle_vdev` does not directly interact with an AI Accelerator (AIA) or shared memory management for an AIA. It primarily handles the registra...,[struct fw_rsc_vdev; struct rproc_vdev_data],[id; notifyid; da; pa]
7,rproc_handle_trace,functions_by_file,Message_Structure_Handling,80,**AIARelevantFunction Score (0)**: The function `rproc_handle_trace` does not interact with an AI Accelerator (AIA) or shared memory (SMem) directly. It primarily handles trace resources for a remo...,[fw_rsc_trace; rproc_debug_trace],[da; len]
8,rpmsg_recv_done,functions_by_file,Message_Structure_Handling,80,**AIARelevantFunction Score (0%)**: The function `rpmsg_recv_done` does not interact with an AI Accelerator (AIA) or shared memory (SMem) management. It primarily handles message reception through ...,[struct rpmsg_hdr],[None identified]
9,rpmsg_recv_single,functions_by_file,Message_Structure_Handling,80,**AIARelevantFunction Score (0)**: The function `rpmsg_recv_single` does not directly interact with an AI Accelerator (AIA) or shared memory management relevant to AIA operations. It primarily hand...,[struct rpmsg_hdr; struct rpmsg_endpoint; struct virtproc_info; struct scatterlist],[src; dst; reserved; len; flags; addr; dma_address]
10,virtio_rpmsg_announce_create,functions_by_file,Message_Structure_Handling,80,**AIARelevantFunction Score (0)**: The function `virtio_rpmsg_announce_create` does not interact with an AI Accelerator (AIA) or shared memory (SMem) mechanisms. It primarily deals with announcing ...,[struct rpmsg_ns_msg],[addr; flags]
11,rpmsg_send_offchannel_raw,functions_by_file,Message_Structure_Handling,80,**AIARelevantFunction Score (0)**: The function `rpmsg_send_offchannel_raw` does not directly involve sharing memory with an AI Accelerator (AIA). It primarily handles sending messages over a remot...,[struct rpmsg_hdr],[src; dst; reserved; len; flags; dma_address]
12,dma_buf_phys_ioctl,user_copy_operations,Message_Structure_Handling,80,"**AIARelevantFunction (70%)**: The function `dma_buf_phys_ioctl` is involved in handling IOCTL commands related to DMA buffers, which can be relevant for AI Accelerator integration. It uses `copy_f...",[struct dma_buf_phys_data],[fd; phys]
13,dma_heap_ioctl,user_copy_operations,Message_Structure_Handling,70,**AIARelevantFunction Score (0)**: The function `dma_heap_ioctl` does not directly involve any operations related to sharing memory with an AI Accelerator (AIA). It primarily handles IOCTL commands...,None,None
14,rpmsg_sg_init,functions_by_file,Message_Structure_Handling,60,"**AIARelevantFunction (40%)**: The function `rpmsg_sg_init` initializes a scatter-gather list, which is often used in DMA operations. While it does not directly interact with an AI Accelerator (AIA...",struct scatterlist,dma_address; length
15,dma_heap_map_dma_buf,functions_by_file,Message_Structure_Handling,60,"**AIARelevantFunction Score (80)**: The function `dma_heap_map_dma_buf` is involved in mapping a DMA buffer for use with a device, which is relevant for AI Accelerator integration. It utilizes the ...",[struct dma_buf_attachment; struct sg_table; struct carveout_dma_heap_buffer],[dma_addr_t; phys_addr_t; void* vaddr; u64 paddr]
