,,,Relevant Functions,,,,,,,,,,,KD Entry Point,,,,,,,,,,,SMem Handling,,,,,,,,,,
Accelerator,Platform,Threshold,Total,Flagged,BER,Manual,NER,VRC,Retrieved,TP,Precision,Recall,F1,Total,Flagged,BER,Manual,NER,VRC,Retrieved,TP,Precision,Recall,F1,Total,Flagged,BER,Manual,NER,VRC,Retrieved,TP,Precision,Recall,F1
Google TPU,coral,50,159,13,91.82,1,99.37,90.00,13,1,0.0769,1.0000,0.1429,159,15,90.57,9,94.34,90.00,15,1,0.0667,1.0000,0.1250,159,18,88.68,7,95.60,90.00,18,1,0.0556,1.0000,0.1053
Google TPU,coral,52.5,159,13,91.82,1,99.37,90.00,13,1,0.0769,1.0000,0.1429,159,15,90.57,9,94.34,90.00,15,1,0.0667,1.0000,0.1250,159,18,88.68,7,95.60,90.00,18,1,0.0556,1.0000,0.1053
Google TPU,coral,55,159,13,91.82,1,99.37,90.00,13,1,0.0769,1.0000,0.1429,159,15,90.57,9,94.34,90.00,15,1,0.0667,1.0000,0.1250,159,18,88.68,7,95.60,90.00,18,1,0.0556,1.0000,0.1053
Google TPU,coral,57.5,159,13,91.82,1,99.37,90.00,13,1,0.0769,1.0000,0.1429,159,15,90.57,9,94.34,90.00,15,1,0.0667,1.0000,0.1250,159,18,88.68,7,95.60,90.00,18,1,0.0556,1.0000,0.1053
Google TPU,coral,60,159,13,91.82,1,99.37,90.00,13,1,0.0769,1.0000,0.1429,159,15,90.57,9,94.34,90.00,15,1,0.0667,1.0000,0.1250,159,18,88.68,7,95.60,90.00,18,1,0.0556,1.0000,0.1053
Google TPU,coral,62.5,159,13,91.82,1,99.37,90.00,12,1,0.0833,1.0000,0.1538,159,15,90.57,9,94.34,90.00,13,1,0.0769,1.0000,0.1429,159,18,88.68,7,95.60,90.00,15,1,0.0667,1.0000,0.1250
Google TPU,coral,65,159,13,91.82,1,99.37,90.00,12,1,0.0833,1.0000,0.1538,159,15,90.57,9,94.34,90.00,13,1,0.0769,1.0000,0.1429,159,18,88.68,7,95.60,90.00,15,1,0.0667,1.0000,0.1250
Google TPU,coral,67.5,159,13,91.82,1,99.37,90.00,12,1,0.0833,1.0000,0.1538,159,15,90.57,9,94.34,90.00,13,1,0.0769,1.0000,0.1429,159,18,88.68,7,95.60,90.00,15,1,0.0667,1.0000,0.1250
Google TPU,coral,70,159,13,91.82,1,99.37,90.00,12,1,0.0833,1.0000,0.1538,159,15,90.57,9,94.34,90.00,13,1,0.0769,1.0000,0.1429,159,18,88.68,7,95.60,90.00,15,1,0.0667,1.0000,0.1250
Google TPU,coral,72.5,159,13,91.82,1,99.37,90.00,8,1,0.1250,1.0000,0.2222,159,15,90.57,9,94.34,90.00,13,1,0.0769,1.0000,0.1429,159,18,88.68,7,95.60,90.00,11,1,0.0909,1.0000,0.1667
Google TPU,coral,75,159,13,91.82,1,99.37,90.00,8,1,0.1250,1.0000,0.2222,159,15,90.57,9,94.34,90.00,13,1,0.0769,1.0000,0.1429,159,18,88.68,7,95.60,90.00,11,1,0.0909,1.0000,0.1667
Google TPU,coral,77.5,159,13,91.82,1,99.37,90.00,8,1,0.1250,1.0000,0.2222,159,15,90.57,9,94.34,90.00,13,1,0.0769,1.0000,0.1429,159,18,88.68,7,95.60,90.00,11,1,0.0909,1.0000,0.1667
Google TPU,coral,80,159,13,91.82,1,99.37,90.00,8,1,0.1250,1.0000,0.2222,159,15,90.57,9,94.34,90.00,13,1,0.0769,1.0000,0.1429,159,18,88.68,7,95.60,90.00,11,1,0.0909,1.0000,0.1667
Google TPU,coral,82.5,159,13,91.82,1,99.37,90.00,1,1,1.0000,1.0000,1.0000,159,15,90.57,9,94.34,90.00,9,1,0.1111,1.0000,0.2000,159,18,88.68,7,95.60,90.00,9,1,0.1111,1.0000,0.2000
Google TPU,coral,85,159,13,91.82,1,99.37,90.00,1,1,1.0000,1.0000,1.0000,159,15,90.57,9,94.34,90.00,9,1,0.1111,1.0000,0.2000,159,18,88.68,7,95.60,90.00,9,1,0.1111,1.0000,0.2000
Google TPU,coral,87.5,159,13,91.82,1,99.37,90.00,1,1,1.0000,1.0000,1.0000,159,15,90.57,9,94.34,90.00,9,1,0.1111,1.0000,0.2000,159,18,88.68,7,95.60,90.00,7,1,0.1429,1.0000,0.2500
Google TPU,coral,90,159,13,91.82,1,99.37,90.00,1,1,1.0000,1.0000,1.0000,159,15,90.57,9,94.34,90.00,9,1,0.1111,1.0000,0.2000,159,18,88.68,7,95.60,90.00,7,1,0.1429,1.0000,0.2500
