Rank,Function_Name,Operation_Type,Category,Score,Reasoning_Summary,Message_Structures,SMIDs_Identified
1,rproc_alloc_carveout,functions_by_file,AIARelevantFunction,80,"**AIARelevantFunction Score (80)**: The function `rproc_alloc_carveout` is involved in allocating coherent DMA memory, which is critical for enabling communication between the CPU and an AI Acceler...",[struct rproc_mem_entry],[mem->da; mem->dma; mem->va]
2,rpmsg_probe,functions_by_file,AIARelevantFunction,80,**AIARelevantFunction Score (80)**: The function `rpmsg_probe` is involved in setting up communication between the host and a remote processor via the RPMsg protocol. It allocates coherent memory f...,[virtproc_info; rpmsg_device; scatterlist],[dma_address; src; dst; bufs_dma]
3,rproc_alloc_vring,functions_by_file,AIARelevantFunction,70,**AIARelevantFunction Score (70)**: The function `rproc_alloc_vring` is involved in allocating resources for a virtual ring (vring) that is likely used for communication between the CPU and an AI A...,[fw_rsc_vdev; rproc_mem_entry],[da; notifyid; dma; rsc_offset]
4,rpmsg_sg_init,functions_by_file,AIARelevantFunction,60,"**AIARelevantFunction (60%)**: The function `rpmsg_sg_init` initializes a scatterlist structure, which is often used in DMA operations to describe memory regions for data transfer. The use of `sg_s...",struct scatterlist,dma_address
1,rpmsg_probe,functions_by_file,Relevant_KD_Entry_Point,70,**AIARelevantFunction Score (80)**: The function `rpmsg_probe` is involved in setting up communication between the host and a remote processor via the RPMsg protocol. It allocates coherent memory f...,[virtproc_info; rpmsg_device; scatterlist],[dma_address; src; dst; bufs_dma]
2,rproc_alloc_carveout,functions_by_file,Relevant_KD_Entry_Point,60,"**AIARelevantFunction Score (80)**: The function `rproc_alloc_carveout` is involved in allocating coherent DMA memory, which is critical for enabling communication between the CPU and an AI Acceler...",[struct rproc_mem_entry],[mem->da; mem->dma; mem->va]
1,rpmsg_probe,functions_by_file,Message_Structure_Handling,90,**AIARelevantFunction Score (80)**: The function `rpmsg_probe` is involved in setting up communication between the host and a remote processor via the RPMsg protocol. It allocates coherent memory f...,[virtproc_info; rpmsg_device; scatterlist],[dma_address; src; dst; bufs_dma]
2,rproc_alloc_vring,functions_by_file,Message_Structure_Handling,80,**AIARelevantFunction Score (70)**: The function `rproc_alloc_vring` is involved in allocating resources for a virtual ring (vring) that is likely used for communication between the CPU and an AI A...,[fw_rsc_vdev; rproc_mem_entry],[da; notifyid; dma; rsc_offset]
3,rproc_handle_trace,functions_by_file,Message_Structure_Handling,80,**AIARelevantFunction Score (0)**: The function `rproc_handle_trace` does not interact with an AI Accelerator (AIA) or shared memory (SMem) directly. It primarily handles trace resources and does n...,[struct fw_rsc_trace; struct rproc_debug_trace],[da (Device Address); len (Length)]
4,rpmsg_recv_done,functions_by_file,Message_Structure_Handling,80,**AIARelevantFunction Score (0%)**: The function `rpmsg_recv_done` does not interact with an AI Accelerator (AIA) or shared memory management relevant to AIA operations. It primarily handles messag...,[struct rpmsg_hdr],[src; dst; reserved; len]
5,rpmsg_recv_single,functions_by_file,Message_Structure_Handling,80,**AIARelevantFunction Score (0)**: The function `rpmsg_recv_single` does not directly interact with an AI Accelerator (AIA) or shared memory management relevant to AI accelerators. It primarily han...,[struct rpmsg_hdr; struct scatterlist],[src; dst; reserved; len; flags; dma_address]
6,virtio_rpmsg_announce_create,functions_by_file,Message_Structure_Handling,80,**AIARelevantFunction Score (0%)**: The function `virtio_rpmsg_announce_create` does not interact with an AI Accelerator (AIA) or shared memory management relevant to AIA operations. It primarily d...,[struct rpmsg_ns_msg],[addr; flags]
7,rproc_handle_vdev,functions_by_file,Message_Structure_Handling,70,**AIARelevantFunction Score (0)**: The function `rproc_handle_vdev` does not directly interact with an AI Accelerator (AIA) or shared memory (SMem) management. It primarily handles the registration...,[struct fw_rsc_vdev; struct rproc_vdev_data],[id; rsc_offset; rsc->id; rsc->num_of_vrings; rsc->config_len]
8,rproc_alloc_carveout,functions_by_file,Message_Structure_Handling,70,"**AIARelevantFunction Score (80)**: The function `rproc_alloc_carveout` is involved in allocating coherent DMA memory, which is critical for enabling communication between the CPU and an AI Acceler...",[struct rproc_mem_entry],[mem->da; mem->dma; mem->va]
9,rpmsg_sg_init,functions_by_file,Message_Structure_Handling,70,"**AIARelevantFunction (60%)**: The function `rpmsg_sg_init` initializes a scatterlist structure, which is often used in DMA operations to describe memory regions for data transfer. The use of `sg_s...",struct scatterlist,dma_address
