,,,Relevant Functions,,,,,,,,,,,KD Entry Point,,,,,,,,,,,SMem Handling,,,,,,,,,,
Accelerator,Platform,Threshold,Total,Flagged,BER,Manual,NER,VRC,Retrieved,TP,Precision,Recall,F1,Total,Flagged,BER,Manual,NER,VRC,Retrieved,TP,Precision,Recall,F1,Total,Flagged,BER,Manual,NER,VRC,Retrieved,TP,Precision,Recall,F1
Google TPU,coral,50,159,12,92.45,1,99.37,90.00,11,1,0.0909,1.0000,0.1667,159,15,90.57,8,94.97,90.00,15,2,0.1250,1.0000,0.2222,159,18,88.68,5,96.86,90.00,18,1,0.0556,1.0000,0.1053
Google TPU,coral,52.5,159,12,92.45,1,99.37,90.00,11,1,0.0909,1.0000,0.1667,159,15,90.57,8,94.97,90.00,15,2,0.1250,1.0000,0.2222,159,18,88.68,5,96.86,90.00,17,1,0.0588,1.0000,0.1111
Google TPU,coral,55,159,12,92.45,1,99.37,90.00,11,1,0.0909,1.0000,0.1667,159,15,90.57,8,94.97,90.00,15,2,0.1250,1.0000,0.2222,159,18,88.68,5,96.86,90.00,17,1,0.0588,1.0000,0.1111
Google TPU,coral,57.5,159,12,92.45,1,99.37,90.00,11,1,0.0909,1.0000,0.1667,159,15,90.57,8,94.97,90.00,15,2,0.1250,1.0000,0.2222,159,18,88.68,5,96.86,90.00,17,1,0.0588,1.0000,0.1111
Google TPU,coral,60,159,12,92.45,1,99.37,90.00,11,1,0.0909,1.0000,0.1667,159,15,90.57,8,94.97,90.00,15,2,0.1250,1.0000,0.2222,159,18,88.68,5,96.86,90.00,17,1,0.0588,1.0000,0.1111
Google TPU,coral,62.5,159,12,92.45,1,99.37,90.00,10,1,0.1000,1.0000,0.1818,159,15,90.57,8,94.97,90.00,12,2,0.1538,1.0000,0.2667,159,18,88.68,5,96.86,90.00,14,1,0.0714,1.0000,0.1333
Google TPU,coral,65,159,12,92.45,1,99.37,90.00,10,1,0.1000,1.0000,0.1818,159,15,90.57,8,94.97,90.00,12,2,0.1538,1.0000,0.2667,159,18,88.68,5,96.86,90.00,14,1,0.0714,1.0000,0.1333
Google TPU,coral,67.5,159,12,92.45,1,99.37,90.00,10,1,0.1000,1.0000,0.1818,159,15,90.57,8,94.97,90.00,12,2,0.1538,1.0000,0.2667,159,18,88.68,5,96.86,90.00,14,1,0.0714,1.0000,0.1333
Google TPU,coral,70,159,12,92.45,1,99.37,90.00,10,1,0.1000,1.0000,0.1818,159,15,90.57,8,94.97,90.00,12,2,0.1538,1.0000,0.2667,159,18,88.68,5,96.86,90.00,14,1,0.0714,1.0000,0.1333
Google TPU,coral,72.5,159,12,92.45,1,99.37,90.00,8,1,0.1250,1.0000,0.2222,159,15,90.57,8,94.97,90.00,12,2,0.1538,1.0000,0.2667,159,18,88.68,5,96.86,90.00,10,1,0.1000,1.0000,0.1818
Google TPU,coral,75,159,12,92.45,1,99.37,90.00,8,1,0.1250,1.0000,0.2222,159,15,90.57,8,94.97,90.00,12,2,0.1538,1.0000,0.2667,159,18,88.68,5,96.86,90.00,10,1,0.1000,1.0000,0.1818
Google TPU,coral,77.5,159,12,92.45,1,99.37,90.00,8,1,0.1250,1.0000,0.2222,159,15,90.57,8,94.97,90.00,12,2,0.1538,1.0000,0.2667,159,18,88.68,5,96.86,90.00,10,1,0.1000,1.0000,0.1818
Google TPU,coral,80,159,12,92.45,1,99.37,90.00,8,1,0.1250,1.0000,0.2222,159,15,90.57,8,94.97,90.00,12,2,0.1538,1.0000,0.2667,159,18,88.68,5,96.86,90.00,10,1,0.1000,1.0000,0.1818
Google TPU,coral,82.5,159,12,92.45,1,99.37,90.00,1,1,1.0000,1.0000,1.0000,159,15,90.57,8,94.97,90.00,7,2,0.2500,1.0000,0.4000,159,18,88.68,5,96.86,90.00,7,1,0.1429,1.0000,0.2500
Google TPU,coral,85,159,12,92.45,1,99.37,90.00,1,1,1.0000,1.0000,1.0000,159,15,90.57,8,94.97,90.00,7,2,0.2500,1.0000,0.4000,159,18,88.68,5,96.86,90.00,7,1,0.1429,1.0000,0.2500
Google TPU,coral,87.5,159,12,92.45,1,99.37,90.00,1,1,1.0000,1.0000,1.0000,159,15,90.57,8,94.97,90.00,7,2,0.2500,1.0000,0.4000,159,18,88.68,5,96.86,90.00,5,1,0.2000,1.0000,0.3333
Google TPU,coral,90,159,12,92.45,1,99.37,90.00,1,1,1.0000,1.0000,1.0000,159,15,90.57,8,94.97,90.00,7,2,0.2500,1.0000,0.4000,159,18,88.68,5,96.86,90.00,5,1,0.2000,1.0000,0.3333
Google TPU,coral,92.5,159,12,92.45,1,99.37,90.00,0,0,0.0000,0.0000,0.0000,159,15,90.57,8,94.97,90.00,4,0,0.0000,0.0000,0.0000,159,18,88.68,5,96.86,90.00,4,0,0.0000,0.0000,0.0000
Google TPU,coral,95,159,12,92.45,1,99.37,90.00,0,0,0.0000,0.0000,0.0000,159,15,90.57,8,94.97,90.00,4,0,0.0000,0.0000,0.0000,159,18,88.68,5,96.86,90.00,4,0,0.0000,0.0000,0.0000
Google TPU,coral,97.5,159,12,92.45,1,99.37,90.00,0,0,0.0000,0.0000,0.0000,159,15,90.57,8,94.97,90.00,4,0,0.0000,0.0000,0.0000,159,18,88.68,5,96.86,90.00,4,0,0.0000,0.0000,0.0000
