Rank,Function_Name,Operation_Type,Category,Score,Reasoning_Summary,Message_Structures,SMIDs_Identified
1,ncdev_mem_alloc,user_copy_operations,AIARelevantFunction,80,"**AIARelevantFunction (80%)**: The function `ncdev_mem_alloc` is involved in memory allocation for a neuron device, which is likely to be relevant for an AI Accelerator (AIA). It uses `mc_alloc_ali...",[struct neuron_ioctl_mem_alloc],[mem_handle; size; dram_channel; dram_region; nc_id]
2,mc_alloc_internal,functions_by_file,AIARelevantFunction,70,"**AIARelevantFunction Score (70)**: The function `mc_alloc_internal` is involved in memory allocation, which is crucial for AI Accelerator integration. It uses `dma_alloc_coherent` to allocate cohe...",[struct mem_chunk],[mc->pa (physical address); mc->va (device virtual address); mc->mc_handle (memory chunk handle); mc->pid (process ID)]
3,ncdev_mem_get_info_deprecated,user_copy_operations,AIARelevantFunction,70,"**AIARelevantFunction Score (70%)**: The function `ncdev_mem_get_info_deprecated` interacts with memory management, specifically retrieving information about a memory chunk associated with an AI Ac...",[struct neuron_ioctl_mem_get_info; struct mem_chunk],[mem_handle; pa; mmap_offset; mc_handle]
4,ncdev_mem_get_pa_deprecated,user_copy_operations,AIARelevantFunction,70,"**AIARelevantFunction Score (70)**: The function `ncdev_mem_get_pa_deprecated` is involved in obtaining a physical address (PA) associated with a memory handle, which is relevant for AI Accelerator...",[neuron_ioctl_mem_get_pa],[mem_handle; pa; mc_handle; pa (from mem_chunk)]
5,ncdev_mem_buf_copy,user_copy_operations,AIARelevantFunction,70,"**AIARelevantFunction Score (70%)**: The function `ncdev_mem_buf_copy` is involved in copying memory buffers, which is relevant for AI Accelerator (AIA) operations. It handles memory management thr...",[struct neuron_ioctl_mem_buf_copy; struct neuron_ioctl_mem_buf_copy64],[mem_handle; buffer; copy_to_mem_handle; offset; size]
6,ncdev_bar_read,user_copy_operations,AIARelevantFunction,70,"**AIARelevantFunction Score (70%)**: The function `ncdev_bar_read` interacts with memory management and data transfer, which are critical for AI Accelerator integration. It allocates memory for dat...",[mem_chunk; neuron_device],[pa (physical address); va (virtual address); nc_id (shared memory identifier); pid (process identifier)]
7,ncdev_ioctl,ioctl_operations,AIARelevantFunction,70,**AIARelevantFunction (70%)**: The function `ncdev_ioctl` handles various IOCTL commands that are likely related to memory management and operations involving the AI Accelerator (AIA). It includes ...,[struct neuron_attached_process; struct mem_chunk],[phys_addr_t; neuron_device*; void*; u64; size_t]
1,ncdev_compatible_version,user_copy_operations,Relevant_KD_Entry_Point,100,**AIARelevantFunction Score (0%)**: The function `ncdev_compatible_version` does not involve any operations related to sharing memory with an AI Accelerator (AIA). It simply retrieves the compatibl...,[struct neuron_ioctl_compatible_version],[None identified]
2,ncdev_acquire_neuron_ds,user_copy_operations,Relevant_KD_Entry_Point,100,**AIARelevantFunction Score (0)**: The function `ncdev_acquire_neuron_ds` does not directly interact with an AI Accelerator (AIA) or manage shared memory (SMem) in a way that is typical for AIA int...,[struct neuron_ioctl_neuron_ds_info],[pid; mmap_offset; size]
3,ncdev_semaphore_ioctl,user_copy_operations,Relevant_KD_Entry_Point,100,**AIARelevantFunction Score (0)**: The function `ncdev_semaphore_ioctl` does not directly interact with an AI Accelerator (AIA) or shared memory management relevant to AIA operations. It primarily ...,[struct neuron_ioctl_semaphore],[nc_id; semaphore_index; value]
4,ncdev_misc_ioctl,ioctl_operations,Relevant_KD_Entry_Point,100,**AIARelevantFunction Score (0)**: The function `ncdev_misc_ioctl` does not directly involve any operations related to sharing memory with an AI Accelerator (AIA). It primarily serves as an IOCTL h...,None,None
5,ncdev_crwl_nc_range_mark,user_copy_operations,Relevant_KD_Entry_Point,90,**AIARelevantFunction Score (0)**: The function `ncdev_crwl_nc_range_mark` does not directly involve operations related to sharing memory with an AI Accelerator (AIA). It primarily handles IOCTL co...,[struct neuron_ioctl_crwl_nc_map_ext],[None identified]
6,ncdev_mem_alloc,user_copy_operations,Relevant_KD_Entry_Point,90,"**AIARelevantFunction (80%)**: The function `ncdev_mem_alloc` is involved in memory allocation for a neuron device, which is likely to be relevant for an AI Accelerator (AIA). It uses `mc_alloc_ali...",[struct neuron_ioctl_mem_alloc],[mem_handle; size; dram_channel; dram_region; nc_id]
7,ncdev_mem_buf_copy,user_copy_operations,Relevant_KD_Entry_Point,90,"**AIARelevantFunction Score (70%)**: The function `ncdev_mem_buf_copy` is involved in copying memory buffers, which is relevant for AI Accelerator (AIA) operations. It handles memory management thr...",[struct neuron_ioctl_mem_buf_copy; struct neuron_ioctl_mem_buf_copy64],[mem_handle; buffer; copy_to_mem_handle; offset; size]
8,ncdev_ioctl,ioctl_operations,Relevant_KD_Entry_Point,90,**AIARelevantFunction (70%)**: The function `ncdev_ioctl` handles various IOCTL commands that are likely related to memory management and operations involving the AI Accelerator (AIA). It includes ...,[struct neuron_attached_process; struct mem_chunk],[phys_addr_t; neuron_device*; void*; u64; size_t]
9,ncdev_mem_get_info_deprecated,user_copy_operations,Relevant_KD_Entry_Point,80,**AIARelevantFunction Score (0)**: The function `ncdev_mem_get_info_deprecated` does not directly interact with an AI Accelerator (AIA) or manage shared memory (SMem) in a way that would qualify it...,[struct neuron_ioctl_mem_get_info],[mem_handle; pa; mmap_offset]
10,ncdev_cinit_set_state,user_copy_operations,Relevant_KD_Entry_Point,80,**AIARelevantFunction Score (0)**: The function `ncdev_cinit_set_state` does not directly involve operations related to sharing memory with an AI Accelerator (AIA). It primarily handles setting the...,[struct neuron_ioctl_cinit_set],[nc_id; state; new_state]
11,ncdev_mem_get_pa_deprecated,user_copy_operations,Relevant_KD_Entry_Point,80,"**AIARelevantFunction Score (70)**: The function `ncdev_mem_get_pa_deprecated` is involved in obtaining a physical address (PA) associated with a memory handle, which is relevant for AI Accelerator...",[neuron_ioctl_mem_get_pa],[mem_handle; pa; mc_handle; pa (from mem_chunk)]
12,ncdev_bar_read,user_copy_operations,Relevant_KD_Entry_Point,60,"**AIARelevantFunction Score (70%)**: The function `ncdev_bar_read` interacts with memory management and data transfer, which are critical for AI Accelerator integration. It allocates memory for dat...",[mem_chunk; neuron_device],[pa (physical address); va (virtual address); nc_id (shared memory identifier); pid (process identifier)]
1,ncdev_device_basic_info,user_copy_operations,Message_Structure_Handling,100,"**AIARelevantFunction Score (0)**: The function `ncdev_device_basic_info` does not interact with an AI Accelerator (AIA) or perform any operations related to shared memory management, DMA, or memor...",[struct neuron_ioctl_device_basic_info],[None identified]
2,ncdev_compatible_version,user_copy_operations,Message_Structure_Handling,100,**AIARelevantFunction Score (0%)**: The function `ncdev_compatible_version` does not involve any operations related to sharing memory with an AI Accelerator (AIA). It simply retrieves the compatibl...,[struct neuron_ioctl_compatible_version],[None identified]
3,ncdev_device_bdf,user_copy_operations,Message_Structure_Handling,100,"**AIARelevantFunction Score (0)**: The function `ncdev_device_bdf` does not involve any operations related to shared memory (SMem) with an AI Accelerator (AIA). It simply retrieves the bus number, ...",[struct neuron_ioctl_device_bdf],[bus_number; slot; func]
4,ncdev_device_info,user_copy_operations,Message_Structure_Handling,100,"**AIARelevantFunction Score (0)**: The function `ncdev_device_info` does not interact with an AI Accelerator (AIA) or perform operations related to shared memory management, DMA, or memory mapping ...",[struct neuron_ioctl_device_info],[connected_devices; bar_address; bar_size]
