Rank,Function_Name,Operation_Type,Category,Score,Reasoning_Summary,Message_Structures,SMIDs_Identified
1,gasket_perform_mapping,functions_by_file,AIARelevantFunction,90,"**AIARelevantFunction Score (90)**: The function `gasket_perform_mapping` is heavily involved in mapping memory pages for DMA operations, which is critical for AI Accelerator integration. It uses `...",[gasket_page_table_entry; sg_page_iter],[dma_addr; page; user_virt; kernel_virt; paddr]
2,gasket_alloc_coherent_memory,functions_by_file,AIARelevantFunction,80,"**AIARelevantFunction Score (80)**: The function `gasket_alloc_coherent_memory` is involved in allocating coherent memory for the AI Accelerator (AIA). It uses `dma_alloc_coherent`, which is critic...",[gasket_coherent_page_entry; gasket_driver_desc],[paddr; user_virt; kernel_virt; coherent_buffer.phys_base; coherent_buffer.virt_base]
3,gasket_page_table_map,functions_by_file,AIARelevantFunction,80,"**AIARelevantFunction (80%)**: The function `gasket_page_table_map` is involved in mapping host addresses to device addresses, which is a critical operation for enabling an AI Accelerator (AIA) to ...",None,None
4,gasket_map_simple_pages,functions_by_file,AIARelevantFunction,80,"**AIARelevantFunction (80%)**: The function `gasket_map_simple_pages` is involved in mapping pages for a device, which is relevant for AI Accelerator integration. It utilizes the `gasket_page_table...",None,None
5,gasket_map_extended_pages,functions_by_file,AIARelevantFunction,80,"**AIARelevantFunction Score (80)**: The function `gasket_map_extended_pages` is involved in mapping extended pages for a device, which is a critical operation for enabling an AI Accelerator (AIA) t...",[gasket_page_table_entry; sg_page_iter],[dma_addr; host_addr; dev_addr]
6,gasket_alloc_extended_subtable,functions_by_file,AIARelevantFunction,80,"**AIARelevantFunction Score (80)**: The function `gasket_alloc_extended_subtable` is involved in allocating and mapping memory for a page table entry, which is relevant for AI Accelerator integrati...",[struct gasket_page_table_entry],[dma_addr; page]
7,gasket_config_coherent_allocator,user_copy_operations,AIARelevantFunction,80,"**AIARelevantFunction (80%)**: The function `gasket_config_coherent_allocator` is involved in memory allocation and deallocation for coherent memory, which is relevant for AI Accelerator integratio...",[gasket_coherent_alloc_config_ioctl],[dma_address; page_table_index]
8,gasket_unmap_extended_pages,functions_by_file,AIARelevantFunction,70,**AIARelevantFunction Score (70)**: The function `gasket_unmap_extended_pages` is involved in managing memory pages that are likely used by an AI Accelerator (AIA). It performs operations that invo...,None,dma_addr; dev_addr
9,do_map_region,functions_by_file,AIARelevantFunction,70,"**AIARelevantFunction Score (70)**: The function `do_map_region` is involved in mapping a memory region for a device, which is relevant for AI Accelerator integration. It utilizes the `gasket_mappa...",[gasket_mappable_region],[phys_base; virt_base; bar_offset; region_to_map.start; region_to_map.length_bytes]
10,gasket_mmap_coherent,functions_by_file,AIARelevantFunction,70,"**AIARelevantFunction Score (70)**: The function `gasket_mmap_coherent` is involved in memory mapping a coherent buffer for a device, which is relevant for AI Accelerator integration. It uses `dma_...",None,None
11,gasket_map_buffers_flags,user_copy_operations,AIARelevantFunction,70,"**AIARelevantFunction Score (70)**: The function `gasket_map_buffers_flags` interacts with shared memory through the `gasket_page_table_ioctl_flags` structure, which contains fields that can be use...",[gasket_page_table_ioctl_flags],[host_address; device_address]
12,gasket_handle_ioctl,ioctl_operations,AIARelevantFunction,70,"**AIARelevantFunction (70%)**: The function `gasket_handle_ioctl` interacts with various IOCTL commands that could potentially involve shared memory operations, particularly in the context of AI Ac...",[gasket_dev],[device; dma_dev; pci_dev; platform_dev; coherent_buffer; interrupt_data]
13,gasket_mmap,functions_by_file,AIARelevantFunction,60,"**AIARelevantFunction Score (60)**: The function `gasket_mmap` is primarily responsible for mapping memory regions for a device, which is relevant for AI Accelerator integration. It checks for cohe...",[gasket_mappable_region],[base; size; permissions; start; length_bytes]
14,gasket_page_table_detach_dmabuf_nolock,functions_by_file,AIARelevantFunction,60,"**AIARelevantFunction Score (60)**: The function `gasket_page_table_detach_dmabuf_nolock` is involved in managing DMA buffers, which is relevant for AI Accelerator integration. It utilizes the `dma...",[gasket_dmabuf_mapping],[dma_buf; dma_buf_attachment; sg_table]
15,gasket_perform_unmapping,dma_operations,AIARelevantFunction,40,**AIARelevantFunction Score (40)**: The function `gasket_perform_unmapping` interacts with DMA memory management by unmapping pages and releasing resources associated with the AI Accelerator. It us...,[struct gasket_page_table_entry],[dma_addr; page]
1,apex_set_performance_expectation,user_copy_operations,Relevant_KD_Entry_Point,100,**AIARelevantFunction Score (0)**: The function `apex_set_performance_expectation` does not involve any operations that directly relate to sharing memory with an AI Accelerator (AIA). It primarily ...,[struct apex_performance_expectation_ioctl],[None identified]
2,gasket_partition_page_table,user_copy_operations,Relevant_KD_Entry_Point,100,**AIARelevantFunction Score (0)**: The function `gasket_partition_page_table` does not directly interact with an AI Accelerator (AIA) or perform operations related to shared memory management for a...,[struct gasket_page_table_ioctl],[host_address; device_address]
3,gasket_unmap_buffers,user_copy_operations,Relevant_KD_Entry_Point,100,**AIARelevantFunction Score (0)**: The function `gasket_unmap_buffers` does not directly interact with an AI Accelerator (AIA) or perform operations that are typically associated with AIA memory ma...,[gasket_page_table_ioctl],[host_address; device_address]
4,apex_ioctl,ioctl_operations,Relevant_KD_Entry_Point,100,**AIARelevantFunction Score (0%)**: The function `apex_ioctl` does not involve any operations related to shared memory management or AI Accelerator integration. It primarily serves as an entry poin...,None,None
5,gasket_ioctl_check_permissions,ioctl_operations,Relevant_KD_Entry_Point,100,**AIARelevantFunction Score (0)**: The function `gasket_ioctl_check_permissions` does not interact with shared memory or perform any operations related to AI Accelerator integration. It primarily c...,None,None
6,gasket_config_coherent_allocator,user_copy_operations,Relevant_KD_Entry_Point,90,"**AIARelevantFunction Score (70)**: The function `gasket_config_coherent_allocator` is involved in memory allocation and deallocation for coherent memory, which is relevant for AI Accelerator integ...",[gasket_coherent_alloc_config_ioctl],[dma_address; page_table_index]
7,gasket_map_buffers_flags,user_copy_operations,Relevant_KD_Entry_Point,90,"**AIARelevantFunction Score (70)**: The function `gasket_map_buffers_flags` interacts with shared memory through the `gasket_page_table_ioctl_flags` structure, which contains fields that can be use...",[gasket_page_table_ioctl_flags],[host_address; device_address]
