Rank,Function_Name,Operation_Type,Category,Score,Reasoning_Summary,Message_Structures,SMIDs_Identified
1,drivers/remoteproc/remoteproc_core.c:rproc_alloc_carveout,functions_by_file,AIARelevantFunction,80,"**AIARelevantFunction (80%)**: The function `rproc_alloc_carveout` is involved in allocating coherent DMA memory, which is critical for AI Accelerator integration. It uses `dma_alloc_coherent`, whi...",[rproc_mem_entry],[dma; da; va]
2,rproc_alloc_carveout,dma_operations,AIARelevantFunction,80,"**AIARelevantFunction Score (80)**: The function `rproc_alloc_carveout` is involved in allocating coherent DMA memory, which is crucial for sharing memory with an AI Accelerator (AIA). It uses `dma...",[struct rproc_mem_entry],[dma; da; va]
3,rpmsg_probe,dma_operations,AIARelevantFunction,80,**AIARelevantFunction Score (80)**: The function `rpmsg_probe` is responsible for setting up a communication channel between the host and a remote processor using the RPMsg protocol. It allocates c...,[virtproc_info; rpmsg_device; scatterlist],[dma_address; src; dst; bufs_dma]
4,drivers/remoteproc/remoteproc_core.c:rproc_alloc_registered_carveouts,functions_by_file,AIARelevantFunction,70,"**AIARelevantFunction Score (70%)**: The function `rproc_alloc_registered_carveouts` is involved in allocating memory for registered carveouts, which is relevant for AI Accelerator integration as i...",[fw_rsc_carveout],[pa; da]
5,drivers/rpmsg/virtio_rpmsg_bus.c:rpmsg_probe,functions_by_file,AIARelevantFunction,70,**AIARelevantFunction Score (70)**: The function `rpmsg_probe` is involved in setting up communication between the host and a remote processor via the RPMsg protocol. It allocates coherent memory b...,[virtproc_info; rpmsg_device; scatterlist],[dma_address; src; dst; bufs_dma]
6,drivers/rpmsg/virtio_rpmsg_bus.c:rpmsg_sg_init,functions_by_file,AIARelevantFunction,60,"**AIARelevantFunction (60%)**: The function `rpmsg_sg_init` initializes a scatter-gather list, which is relevant for memory management in the context of DMA operations. It uses `sg_init_table` and ...",None,dma_address
7,drivers/dma-buf/heaps/carveout-heap.c:rmem_dma_heap_carveout_setup,functions_by_file,AIARelevantFunction,0,**AIARelevantFunction Score (0)**: The function `rmem_dma_heap_carveout_setup` does not interact with an AI Accelerator (AIA) or perform any operations related to shared memory management that woul...,None,None
8,drivers/dma-buf/heaps/carveout-heap.c:carveout_dma_heap_init_areas,functions_by_file,AIARelevantFunction,0,**AIARelevantFunction Score (0%)**: The function `carveout_dma_heap_init_areas` does not interact with an AI Accelerator (AIA) or perform any operations related to shared memory management that wou...,None,None
9,drivers/dma-buf/heaps/carveout-heap.c:carveout_dma_heap_export,functions_by_file,AIARelevantFunction,0,**AIARelevantFunction Score (0)**: The function `carveout_dma_heap_export` does not interact with an AI Accelerator (AIA) or perform any operations that would typically involve sharing memory with ...,None,None
10,drivers/remoteproc/remoteproc_core.c:remoteproc_init,functions_by_file,AIARelevantFunction,0,**AIARelevantFunction Score (0)**: The `remoteproc_init` function does not interact with any AI Accelerator (AIA) relevant functions or shared memory management patterns. It primarily initializes a...,None,None
