Rank,Function_Name,Operation_Type,Category,Score,Reasoning_Summary,Message_Structures,SMIDs_Identified
1,aws-neuronx-2.20.28.0/neuron_mempool.c:mc_alloc_internal,functions_by_file,AIARelevantFunction,80,"**AIARelevantFunction Score (80)**: The function `mc_alloc_internal` is responsible for allocating memory chunks that may be used by an AI Accelerator (AIA). It utilizes `dma_alloc_coherent`, which...",[struct mem_chunk; struct mempool_set; struct mempool; struct gen_pool; struct genpool_data_align],[pa (physical address); va (virtual address); mc_handle (memory chunk handle); nc_id (neuron channel ID)]
2,mc_alloc_internal,dma_operations,AIARelevantFunction,80,"**AIARelevantFunction Score (80)**: The function `mc_alloc_internal` is primarily responsible for allocating memory for a device, which is a critical operation when integrating with an AI Accelerat...",[struct mem_chunk],[mc->pa; mc->va; mc->nc_id; mc->pid]
3,mp_init_hrm_pool,dma_operations,AIARelevantFunction,70,"**AIARelevantFunction Score (70%)**: The function `mp_init_hrm_pool` is primarily focused on initializing a memory pool for a device, which may be relevant for an AI Accelerator (AIA) in terms of m...",None,None
4,mp_init_hrm_pool,dma_operations,AIARelevantFunction,70,"**AIARelevantFunction Score (70)**: The function `mp_init_hrm_pool` is primarily focused on initializing a memory pool for a device, which involves allocating coherent DMA memory using `dma_alloc_c...",None,None
5,aws-neuronx-2.20.28.0/neuron_mempool.c:mpset_constructor,functions_by_file,AIARelevantFunction,0,**AIARelevantFunction Score (0%)**: The function `mpset_constructor` does not involve any operations related to sharing memory with an AI Accelerator (AIA). It primarily focuses on initializing a m...,None,None
6,aws-neuronx-2.20.28.0/neuron_mempool.c:mp_init_hrm_pool,functions_by_file,AIARelevantFunction,0,**AIARelevantFunction Score (0)**: The function `mp_init_hrm_pool` does not interact with an AI Accelerator (AIA) or perform any operations related to shared memory management that would typically ...,None,None
7,aws-neuronx-2.20.28.0/neuron_mempool.c:mpset_init_device_pools,functions_by_file,AIARelevantFunction,0,**AIARelevantFunction Score (0%)**: The function `mpset_init_device_pools` does not interact with any AI Accelerator (AIA) specific memory management functions or APIs. It primarily initializes dev...,None,None
8,aws-neuronx-2.20.28.0/neuron_mempool.c:mp_init_device_mem,functions_by_file,AIARelevantFunction,0,**AIARelevantFunction Score (0)**: The function `mp_init_device_mem` does not interact with an AI Accelerator (AIA) or shared memory (SMem) relevant to AIA operations. It primarily initializes a me...,None,None
9,aws-neuronx-2.20.28.0/neuron_mempool.c:mc_alloc_align,functions_by_file,AIARelevantFunction,0,"**AIARelevantFunction Score (0%)**: The function `mc_alloc_align` does not directly interact with any AI Accelerator (AIA) relevant operations such as memory pinning, DMA address handling, or share...",None,None
10,aws-neuronx-2.20.28.0/neuron_mempool.c:mc_add_to_lifespan_list,functions_by_file,AIARelevantFunction,0,**AIARelevantFunction Score (0)**: The function `mc_add_to_lifespan_list` does not interact with any AI Accelerator (AIA) relevant operations. It primarily manages a linked list of memory chunks (`...,None,None
11,aws-neuronx-2.20.28.0/neuron_mempool.c:mpset_get_lifespan_head,functions_by_file,AIARelevantFunction,0,**AIARelevantFunction Score (0)**: The function `mpset_get_lifespan_head` does not interact with any AI Accelerator (AIA) relevant operations. It primarily retrieves a pointer to a `list_head` stru...,None,None
12,aws-neuronx-2.20.28.0/neuron_mempool.c:mc_insert_node,functions_by_file,AIARelevantFunction,0,**AIARelevantFunction Score (0)**: The function `mc_insert_node` is primarily focused on inserting a node into a red-black tree structure (`rb_root`). It does not involve any operations related to ...,None,None
1,aws-neuronx-2.20.28.0/neuron_mempool.c:mc_alloc_internal,functions_by_file,Relevant_KD_Entry_Point,60,"**AIARelevantFunction Score (80)**: The function `mc_alloc_internal` is responsible for allocating memory chunks that may be used by an AI Accelerator (AIA). It utilizes `dma_alloc_coherent`, which...",[struct mem_chunk; struct mempool_set; struct mempool; struct gen_pool; struct genpool_data_align],[pa (physical address); va (virtual address); mc_handle (memory chunk handle); nc_id (neuron channel ID)]
