Rank,Function_Name,Operation_Type,Category,Score,Reasoning_Summary,Message_Structures,SMIDs_Identified
1,rproc_alloc_carveout,functions_by_file,AIARelevantFunction,80,"**AIARelevantFunction (80%)**: The function `rproc_alloc_carveout` is involved in allocating coherent DMA memory for a remote processor (AIA). It uses `dma_alloc_coherent`, which is a critical func...",[rproc_mem_entry],[da; dma; va]
2,rpmsg_probe,functions_by_file,AIARelevantFunction,80,**AIARelevantFunction Score (80)**: The function `rpmsg_probe` is responsible for setting up communication between the host and the remote processor via the RPMsg protocol. It allocates coherent me...,[virtproc_info; scatterlist; rpmsg_device],[dma_address; bufs_dma; src; dst]
3,rproc_alloc_vring,functions_by_file,AIARelevantFunction,60,**AIARelevantFunction Score (60)**: The function `rproc_alloc_vring` is involved in allocating and managing resources for a virtual ring (vring) used in communication with an AI Accelerator (AIA). ...,[fw_rsc_vdev; rproc_mem_entry],[da (device address); notifyid; rsc_offset]
4,rpmsg_sg_init,functions_by_file,AIARelevantFunction,60,"**AIARelevantFunction (60%)**: The function `rpmsg_sg_init` initializes a scatter-gather list, which is relevant for memory management in scenarios where data is transferred between devices (like a...",struct scatterlist,dma_address
1,rpmsg_probe,dma_operations,Relevant_KD_Entry_Point,90,**AIARelevantFunction (80%)**: The function `rpmsg_probe` is involved in setting up communication between the host and a remote processor via the RPMsg protocol. It allocates coherent memory for bu...,[virtproc_info; rpmsg_device; scatterlist],[bufs_dma; dma_address; src; dst]
2,rproc_alloc_carveout,functions_by_file,Relevant_KD_Entry_Point,60,"**AIARelevantFunction (80%)**: The function `rproc_alloc_carveout` is involved in allocating coherent DMA memory for a remote processor (AIA). It uses `dma_alloc_coherent`, which is a critical func...",[rproc_mem_entry],[da; dma; va]
1,rproc_handle_trace,functions_by_file,Message_Structure_Handling,100,**AIARelevantFunction Score (0)**: The function `rproc_handle_trace` does not interact with an AI Accelerator (AIA) or shared memory (SMem) directly. It primarily handles trace resources related to...,[fw_rsc_trace; rproc_debug_trace],[da; len]
2,virtio_rpmsg_announce_create,functions_by_file,Message_Structure_Handling,100,**AIARelevantFunction Score (0%)**: The function `virtio_rpmsg_announce_create` does not involve any direct interaction with an AI Accelerator (AIA) or shared memory management patterns typically a...,[struct rpmsg_ns_msg],[addr; flags]
3,rpmsg_probe,functions_by_file,Message_Structure_Handling,90,**AIARelevantFunction Score (80)**: The function `rpmsg_probe` is responsible for setting up communication between the host and the remote processor via the RPMsg protocol. It allocates coherent me...,[virtproc_info; scatterlist; rpmsg_device],[dma_address; bufs_dma; src; dst]
4,rproc_handle_vdev,functions_by_file,Message_Structure_Handling,80,**AIARelevantFunction Score (0)**: The function `rproc_handle_vdev` does not directly interact with an AI Accelerator (AIA) or shared memory management functions that are typical for AIA integratio...,[struct rproc_vdev_data; struct fw_rsc_vdev],[id; rsc_offset; rsc->id; rsc->num_of_vrings; rsc->dfeatures]
5,rproc_alloc_registered_carveouts,functions_by_file,Message_Structure_Handling,80,**AIARelevantFunction Score (0)**: The function `rproc_alloc_registered_carveouts` does not directly involve sharing memory with an AI Accelerator (AIA). It primarily focuses on allocating memory f...,[fw_rsc_carveout],[da; pa; len]
6,rpmsg_recv_done,functions_by_file,Message_Structure_Handling,80,**AIARelevantFunction Score (0)**: The function `rpmsg_recv_done` does not interact with an AI Accelerator (AIA) or shared memory management relevant to AIA operations. It primarily handles message...,[struct rpmsg_hdr],[src; dst; reserved; len]
7,rpmsg_recv_single,functions_by_file,Message_Structure_Handling,80,**AIARelevantFunction Score (0)**: The function `rpmsg_recv_single` does not interact with an AI Accelerator (AIA) or shared memory (SMem) mechanisms. It primarily handles message reception and pro...,[struct rpmsg_hdr],[src; dst; reserved; len; flags]
8,rproc_alloc_vring,functions_by_file,Message_Structure_Handling,70,**AIARelevantFunction Score (60)**: The function `rproc_alloc_vring` is involved in allocating and managing resources for a virtual ring (vring) used in communication with an AI Accelerator (AIA). ...,[fw_rsc_vdev; rproc_mem_entry],[da (device address); notifyid; rsc_offset]
9,rproc_alloc_carveout,functions_by_file,Message_Structure_Handling,70,"**AIARelevantFunction (80%)**: The function `rproc_alloc_carveout` is involved in allocating coherent DMA memory for a remote processor (AIA). It uses `dma_alloc_coherent`, which is a critical func...",[rproc_mem_entry],[da; dma; va]
10,rpmsg_sg_init,functions_by_file,Message_Structure_Handling,70,"**AIARelevantFunction (60%)**: The function `rpmsg_sg_init` initializes a scatter-gather list, which is relevant for memory management in scenarios where data is transferred between devices (like a...",struct scatterlist,dma_address
