Rank,Function_Name,Operation_Type,Category,Score,Reasoning_Summary,Message_Structures,SMIDs_Identified
1,rproc_alloc_carveout,functions_by_file,AIARelevantFunction,80,"**AIARelevantFunction Score (80)**: The function `rproc_alloc_carveout` is involved in allocating coherent DMA memory, which is crucial for enabling communication between the CPU and an AI Accelera...",[struct rproc_mem_entry],[mem->da; mem->dma; mem->va]
2,rpmsg_probe,functions_by_file,AIARelevantFunction,80,**AIARelevantFunction Score (80)**: The function `rpmsg_probe` is responsible for setting up communication between the host and a remote processor using the RPMsg protocol. It allocates coherent me...,[virtproc_info; rpmsg_device; scatterlist],[bufs_dma; dma_address]
3,rproc_alloc_vring,functions_by_file,AIARelevantFunction,70,**AIARelevantFunction Score (70)**: The function `rproc_alloc_vring` is involved in allocating and managing resources for a virtual ring (vring) that is likely used for communication with an AI Acc...,[struct fw_rsc_vdev; struct rproc_mem_entry],[da (device address); notifyid; rsc_offset; len]
4,rpmsg_sg_init,functions_by_file,AIARelevantFunction,60,"**AIARelevantFunction (60%)**: The function `rpmsg_sg_init` initializes a scatterlist structure, which is often used in DMA operations to describe memory regions. While it does not directly interac...",struct scatterlist,dma_address; length
1,rpmsg_probe,functions_by_file,Relevant_KD_Entry_Point,70,**AIARelevantFunction Score (80)**: The function `rpmsg_probe` is responsible for setting up communication between the host and a remote processor using the RPMsg protocol. It allocates coherent me...,[virtproc_info; rpmsg_device; scatterlist],[bufs_dma; dma_address]
2,rproc_alloc_vring,functions_by_file,Relevant_KD_Entry_Point,60,**AIARelevantFunction Score (70)**: The function `rproc_alloc_vring` is involved in allocating and managing resources for a virtual ring (vring) that is likely used for communication with an AI Acc...,[struct fw_rsc_vdev; struct rproc_mem_entry],[da (device address); notifyid; rsc_offset; len]
3,rproc_alloc_carveout,functions_by_file,Relevant_KD_Entry_Point,60,"**AIARelevantFunction Score (80)**: The function `rproc_alloc_carveout` is involved in allocating coherent DMA memory, which is crucial for enabling communication between the CPU and an AI Accelera...",[struct rproc_mem_entry],[mem->da; mem->dma; mem->va]
1,rpmsg_probe,functions_by_file,Message_Structure_Handling,90,**AIARelevantFunction Score (80)**: The function `rpmsg_probe` is responsible for setting up communication between the host and a remote processor using the RPMsg protocol. It allocates coherent me...,[virtproc_info; rpmsg_device; scatterlist],[bufs_dma; dma_address]
2,rproc_alloc_vring,functions_by_file,Message_Structure_Handling,80,**AIARelevantFunction Score (70)**: The function `rproc_alloc_vring` is involved in allocating and managing resources for a virtual ring (vring) that is likely used for communication with an AI Acc...,[struct fw_rsc_vdev; struct rproc_mem_entry],[da (device address); notifyid; rsc_offset; len]
3,rproc_handle_trace,functions_by_file,Message_Structure_Handling,80,**AIARelevantFunction Score (0)**: The function `rproc_handle_trace` does not interact with an AI Accelerator (AIA) or shared memory (SMem) directly. It primarily handles trace resources and does n...,[struct fw_rsc_trace; struct rproc_debug_trace],[da (device address); len (length)]
4,rproc_alloc_registered_carveouts,functions_by_file,Message_Structure_Handling,80,**AIARelevantFunction Score (0)**: The function `rproc_alloc_registered_carveouts` does not directly interact with an AI Accelerator (AIA) or perform operations that are typical for AIA memory mana...,[fw_rsc_carveout],[pa; da]
5,rpmsg_recv_done,functions_by_file,Message_Structure_Handling,80,**AIARelevantFunction Score (0%)**: The function `rpmsg_recv_done` does not interact with an AI Accelerator (AIA) or shared memory management relevant to AIA operations. It primarily handles messag...,[struct rpmsg_hdr],[None identified]
6,rpmsg_recv_single,functions_by_file,Message_Structure_Handling,80,**AIARelevantFunction Score (0)**: The function `rpmsg_recv_single` does not interact with an AI Accelerator (AIA) or shared memory (SMem) mechanisms. It primarily deals with receiving messages ove...,[struct rpmsg_hdr],[src; dst; reserved]
7,virtio_rpmsg_announce_create,functions_by_file,Message_Structure_Handling,80,**AIARelevantFunction Score (0%)**: The function `virtio_rpmsg_announce_create` does not interact with an AI Accelerator (AIA) or shared memory (SMem) directly. It primarily deals with announcing a...,[struct rpmsg_ns_msg],[addr; flags]
8,rproc_alloc_carveout,functions_by_file,Message_Structure_Handling,70,"**AIARelevantFunction Score (80)**: The function `rproc_alloc_carveout` is involved in allocating coherent DMA memory, which is crucial for enabling communication between the CPU and an AI Accelera...",[struct rproc_mem_entry],[mem->da; mem->dma; mem->va]
9,rpmsg_sg_init,functions_by_file,Message_Structure_Handling,70,"**AIARelevantFunction (60%)**: The function `rpmsg_sg_init` initializes a scatterlist structure, which is often used in DMA operations to describe memory regions. While it does not directly interac...",struct scatterlist,dma_address; length
