Rank,Function_Name,Operation_Type,Category,Score,Reasoning_Summary,Message_Structures,SMIDs_Identified
1,hailo_vdma_buffer_map,functions_by_file,AIARelevantFunction,90,"**AIARelevantFunction Score (90)**: The function `hailo_vdma_buffer_map` is heavily involved in mapping user memory to DMA buffers, which is critical for AI Accelerator integration. It utilizes sev...",[hailo_vdma_buffer; hailo_dmabuf_info; sg_table; vm_area_struct],[user_address; handle; size; dmabuf; dmabuf_attachment; dmabuf_sg_table]
2,hailo_desc_list_create,functions_by_file,AIARelevantFunction,80,**AIARelevantFunction Score (80)**: The function `hailo_desc_list_create` is involved in memory management for descriptors that could be utilized by an AI Accelerator (AIA). It allocates coherent D...,[hailo_descriptors_list_buffer; hailo_vdma_descriptor],[dma_address; handle]
3,prepare_sg_table,functions_by_file,AIARelevantFunction,80,"**AIARelevantFunction (80%)**: The function `prepare_sg_table` is involved in preparing a scatter-gather table for memory management, which is crucial for sharing memory with an AI Accelerator (AIA...",[struct hailo_vdma_low_memory_buffer; struct sg_table; struct scatterlist],[pages_address; handle; dma_address]
4,hailo_vdma_buffer_map_ioctl,user_copy_operations,AIARelevantFunction,80,**AIARelevantFunction (80%)**: The function `hailo_vdma_buffer_map_ioctl` is involved in mapping a user buffer to a DMA buffer for an AI accelerator. It utilizes the `copy_from_user` and `copy_to_u...,[hailo_vdma_buffer_map_params],[user_address; allocated_buffer_handle; mapped_handle]
5,hailo_vdma_launch_transfer_ioctl,user_copy_operations,AIARelevantFunction,80,**AIARelevantFunction Score (80)**: The function `hailo_vdma_launch_transfer_ioctl` is involved in transferring data between the CPU and an AI Accelerator (AIA) through a DMA (Direct Memory Access)...,[hailo_vdma_launch_transfer_params; hailo_vdma_transfer_buffer; hailo_descriptors_list_buffer; hailo_vdma_buffer],[mapped_buffer_handle; desc_handle; dma_address; user_address]
6,vdma_sync_buffer_interval,functions_by_file,AIARelevantFunction,70,**AIARelevantFunction Score (70)**: The function `vdma_sync_buffer_interval` is primarily responsible for synchronizing a buffer that is likely used in the context of a Video Direct Memory Access (...,[struct hailo_vdma_buffer; struct scatterlist],[dma_address; user_address; handle]
7,hailo_fw_control,user_copy_operations,AIARelevantFunction,70,"**AIARelevantFunction Score (70%)**: The function `hailo_fw_control` interacts with the AI Accelerator by managing firmware control operations, which may involve shared memory operations. It uses `...",[struct hailo_fw_control],[buffer_len; timeout_ms]
8,hailo_desc_list_create_ioctl,user_copy_operations,AIARelevantFunction,70,"**AIARelevantFunction Score (70)**: The function `hailo_desc_list_create_ioctl` is involved in creating a descriptor list for a video DMA (VDMA) controller, which is relevant for AI Accelerator int...",[hailo_desc_list_create_params; hailo_descriptors_list_buffer],[desc_handle; dma_address]
9,hailo_pcie_fops_unlockedioctl,ioctl_operations,AIARelevantFunction,30,**AIARelevantFunction Score (30)**: The function `hailo_pcie_fops_unlockedioctl` does not directly interact with shared memory or DMA operations that are typical for AI Accelerator integration. Whi...,[hailo_file_context; hailo_memory_transfer_params],[soc_used_channels_bitmap; enabled_channels_bitmap; buffer; dma_address]
1,hailo_query_driver_info,user_copy_operations,Relevant_KD_Entry_Point,100,**AIARelevantFunction (0%)**: The function `hailo_query_driver_info` does not involve any operations related to shared memory (SMem) with an AI Accelerator (AIA). It primarily retrieves driver vers...,[struct hailo_driver_info],[None identified]
