Rank,Function_Name,Operation_Type,Category,Score,Reasoning_Summary,Message_Structures,SMIDs_Identified
1,drivers/mxc/gpu-viv/hal/os/linux/kernel/allocator/default/gc_hal_kernel_allocator_user_memory.c:_Import,functions_by_file,AIARelevantFunction,90,**AIARelevantFunction Score (90)**: The `_Import` function is heavily involved in managing memory that is likely shared with an AI Accelerator (AIA). It performs operations such as verifying memory...,[struct um_desc],[user_vaddr; size; offset; dmaHandle; pageCount]
2,drivers/mxc/gpu-viv/hal/os/linux/kernel/allocator/default/gc_hal_kernel_allocator_user_memory.c:import_page_map,functions_by_file,AIARelevantFunction,90,**AIARelevantFunction Score (90)**: The function `import_page_map` is heavily involved in managing memory pages that are likely to be shared with an AI Accelerator (AIA). It uses `pin_user_pages` a...,[struct um_desc; struct sg_table; struct scatterlist],[dmaHandle; user_vaddr; pageCount; physical address; DMA address]
3,import_page_map,dma_operations,AIARelevantFunction,90,**AIARelevantFunction Score (90)**: The function `import_page_map` is heavily involved in managing memory pages that are likely to be shared with an AI Accelerator (AIA). It uses `pin_user_pages` a...,[um_desc; sg_table; scatterlist],[dmaHandle; user_vaddr; pageCount; physical address; dma_address]
4,import_page_map,dma_operations,AIARelevantFunction,90,**AIARelevantFunction Score (90)**: The function `import_page_map` is heavily involved in managing memory pages that are likely to be shared with an AI Accelerator (AIA). It uses `pin_user_pages` a...,[um_desc; sg_table; scatterlist],[dmaHandle; user_vaddr; pageCount; physical addresses; dma_address]
5,drivers/mxc/gpu-viv/hal/kernel/gc_hal_kernel_video_memory.c:gckVIDMEM_NODE_WrapUserMemory,functions_by_file,AIARelevantFunction,80,"**AIARelevantFunction Score (80)**: The function `gckVIDMEM_NODE_WrapUserMemory` is involved in managing memory that can be shared with an AI Accelerator (AIA). It utilizes the `dma_buf` structure,...",[gcsUSER_MEMORY_DESC; dma_buf],[handle; dmabuf; logical; physical; size]
6,drivers/mxc/gpu-viv/hal/os/linux/kernel/allocator/default/gc_hal_kernel_allocator_user_memory.c:_UserMemoryAttach,functions_by_file,AIARelevantFunction,80,"**AIARelevantFunction Score (80)**: The function `_UserMemoryAttach` is involved in managing memory that is likely to be shared with an AI Accelerator (AIA). It allocates a `um_desc` structure, whi...",[gcsATTACH_DESC; um_desc; LINUX_MDL],[userMem.memory; userMem.physical; userMem.size; dmaHandle; priv]
7,drivers/mxc/gpu-viv/hal/os/linux/kernel/allocator/default/gc_hal_kernel_allocator_user_memory.c:_UserMemoryPhysical,functions_by_file,AIARelevantFunction,80,**AIARelevantFunction (80%)**: The function `_UserMemoryPhysical` is responsible for obtaining the physical address of user memory based on the provided offset and memory descriptor (`Mdl`). It uti...,[struct um_desc; struct LINUX_MDL],[dmaHandle; physical; pageCount; extraPage]
8,drivers/mxc/gpu-viv/hal/os/linux/kernel/allocator/default/gc_hal_kernel_allocator_user_memory.c:release_page_map,functions_by_file,AIARelevantFunction,80,"**AIARelevantFunction (80%)**: The function `release_page_map` is involved in managing DMA operations, which are critical for AI Accelerator integration. It uses `dma_sync_sg_for_device` and `dma_s...",[struct um_desc; struct sg_table; struct scatterlist],[dmaHandle; dma_address]
9,release_page_map,dma_operations,AIARelevantFunction,80,"**AIARelevantFunction (80%)**: The function `release_page_map` is involved in managing DMA operations, which are critical for AI Accelerator integration. It utilizes `dma_sync_sg_for_device` and `d...",[struct um_desc; struct sg_table; struct scatterlist],[dmaHandle; dma_address; user_vaddr]
10,release_page_map,dma_operations,AIARelevantFunction,80,"**AIARelevantFunction Score (80)**: The function `release_page_map` is involved in managing DMA operations, which is critical for AI Accelerator integration. It utilizes `dma_sync_sg_for_device` an...",[struct um_desc; struct sg_table; struct scatterlist],[dmaHandle; dma_address]
11,release_page_map,dma_operations,AIARelevantFunction,80,"**AIARelevantFunction Score (80)**: The function `release_page_map` is involved in managing DMA memory operations, which are critical for AI Accelerator integration. It uses `dma_sync_sg_for_device...",[struct um_desc; struct sg_table; struct scatterlist],[dmaHandle; dma_address]
12,user_copy:drv_ioctl,user_copy_operations,AIARelevantFunction,80,"**AIARelevantFunction Score (80%)**: The function `drv_ioctl` is involved in handling IOCTL commands that interact with the AI Accelerator (AIA). It utilizes the `gcsHAL_INTERFACE` structure, which...",[DRIVER_ARGS; gcsHAL_INTERFACE; gcsHAL_PROFILER_INTERFACE],[InputBuffer; OutputBuffer; devIndex; physicalAddress; logical; handle]
13,user_copy:drv_ioctl,user_copy_operations,AIARelevantFunction,80,**AIARelevantFunction Score (80)**: The function `drv_ioctl` is involved in handling IOCTL commands that interact with the AI Accelerator (AIA). It performs operations that involve copying data bet...,[DRIVER_ARGS; gcsHAL_INTERFACE; gcsHAL_PROFILER_INTERFACE],[InputBuffer; OutputBuffer; InputBufferSize; OutputBufferSize; devIndex; physicalAddress]
14,drv_ioctl,ioctl_operations,AIARelevantFunction,80,**AIARelevantFunction Score (80)**: The function `drv_ioctl` is involved in handling IOCTL commands that interact with the AI Accelerator (AIA). It performs operations that are critical for memory ...,[DRIVER_ARGS; gcsHAL_INTERFACE; gcsHAL_PROFILER_INTERFACE],[InputBuffer; OutputBuffer; InputBufferSize; OutputBufferSize; devIndex; physicalAddress; logical; dmabuf]
15,drivers/mxc/gpu-viv/hal/kernel/gc_hal_kernel_video_memory.c:gckVIDMEM_NODE_LockCPU,functions_by_file,AIARelevantFunction,70,"**AIARelevantFunction Score (70%)**: The function `gckVIDMEM_NODE_LockCPU` is involved in managing video memory, which is relevant for AI accelerators that require efficient memory access. The func...",None,None
16,drivers/mxc/gpu-viv/hal/os/linux/kernel/allocator/default/gc_hal_kernel_allocator_user_memory.c:_UserMemoryCache,functions_by_file,AIARelevantFunction,70,"**AIARelevantFunction Score (70%)**: The function `_UserMemoryCache` interacts with memory management and DMA operations, which are relevant for AI Accelerator integration. It utilizes the `dma_syn...",[struct um_desc; struct LINUX_MDL],[dmaHandle; user_vaddr; physical addresses in sg_table; dma_address in scatterlist]
17,_UserMemoryCache,dma_operations,AIARelevantFunction,70,"**AIARelevantFunction Score (70%)**: The function `_UserMemoryCache` interacts with memory management and DMA operations, which are relevant for AI Accelerator integration. It uses `dma_sync_sg_for...",[um_desc; LINUX_MDL],[dmaHandle; user_vaddr; size; device]
18,_UserMemoryCache,dma_operations,AIARelevantFunction,70,"**AIARelevantFunction Score (70%)**: The function `_UserMemoryCache` performs operations that are relevant to memory management and cache operations, which are critical for AI Accelerator integrati...",[struct um_desc; struct sg_table; struct scatterlist; struct LINUX_MDL],[dmaHandle; user_vaddr; physical address; dma_address]
19,_UserMemoryCache,dma_operations,AIARelevantFunction,70,"**AIARelevantFunction Score (70)**: The function `_UserMemoryCache` interacts with memory management and DMA operations, which are relevant for AI Accelerator integration. It uses `dma_sync_sg_for_...",[struct um_desc; struct LINUX_MDL],[dmaHandle; user_vaddr; physical address; dma_address]
20,user_copy:drv_ioctl,user_copy_operations,AIARelevantFunction,70,**AIARelevantFunction (70%)**: The function `drv_ioctl` interacts with the AI Accelerator (AIA) by handling commands that may involve memory management and data transfer between user space and the ...,[DRIVER_ARGS; gcsHAL_INTERFACE; gcsHAL_PROFILER_INTERFACE],[InputBuffer; OutputBuffer; devIndex; devCtxt]
21,drivers/mxc/gpu-viv/hal/kernel/gc_hal_kernel_video_memory.c:_ConvertPhysical,functions_by_file,AIARelevantFunction,60,"**AIARelevantFunction Score (60%)**: The function `_ConvertPhysical` is involved in converting a physical address to a GPU address, which is relevant for memory management in the context of an AI A...",None,None
22,drivers/mxc/gpu-viv/hal/kernel/gc_hal_kernel_video_memory.c:gckVIDMEM_NODE_UnlockCPU,functions_by_file,AIARelevantFunction,60,"**AIARelevantFunction Score (60%)**: The function `gckVIDMEM_NODE_UnlockCPU` interacts with video memory management, which is relevant for AI accelerators that may require access to video memory. T...",None,None
23,drivers/mxc/gpu-viv/hal/kernel/gc_hal_kernel_video_memory.c:gckVIDMEM_NODE_AllocateLinear,functions_by_file,AIARelevantFunction,0,**AIARelevantFunction Score (0%)**: The function `gckVIDMEM_NODE_AllocateLinear` does not interact with an AI Accelerator (AIA) or shared memory (SMem) directly. It primarily focuses on allocating ...,None,None
24,drivers/mxc/gpu-viv/hal/kernel/gc_hal_kernel_video_memory.c:gckVIDMEM_AllocateLinear,functions_by_file,AIARelevantFunction,0,**AIARelevantFunction Score (0)**: The function `gckVIDMEM_AllocateLinear` is primarily focused on allocating linear video memory and does not directly interact with an AI Accelerator (AIA) or perf...,None,None
25,drivers/mxc/gpu-viv/hal/kernel/gc_hal_kernel_video_memory.c:_FindNode,functions_by_file,AIARelevantFunction,0,**AIARelevantFunction Score (0%)**: The function `_FindNode` does not interact with any AI Accelerator (AIA) related memory management or communication patterns. It primarily focuses on finding a s...,None,None
26,drivers/mxc/gpu-viv/hal/kernel/gc_hal_kernel_video_memory.c:_GetSurfaceBankAlignment,functions_by_file,AIARelevantFunction,0,**AIARelevantFunction Score (0%)**: The function `_GetSurfaceBankAlignment` does not involve any operations related to sharing memory with an AI Accelerator (AIA). It primarily focuses on calculati...,None,None
27,drivers/mxc/gpu-viv/hal/kernel/gc_hal_kernel_video_memory.c:_Split,functions_by_file,AIARelevantFunction,0,**AIARelevantFunction Score (0%)**: The function `_Split` does not involve any operations related to sharing memory with an AI Accelerator (AIA). It primarily focuses on managing video memory nodes...,None,None
28,drivers/mxc/gpu-viv/hal/kernel/gc_hal_kernel_video_memory.c:gckVIDMEM_NODE_Construct,functions_by_file,AIARelevantFunction,0,**AIARelevantFunction Score (0)**: The function `gckVIDMEM_NODE_Construct` does not involve any operations related to sharing memory with an AI Accelerator (AIA). It primarily focuses on constructi...,None,None
29,drivers/mxc/gpu-viv/hal/kernel/gc_hal_kernel_video_memory.c:_UpdatePIDInfoListNode,functions_by_file,AIARelevantFunction,0,**AIARelevantFunction Score (0)**: The function `_UpdatePIDInfoListNode` does not interact with an AI Accelerator (AIA) or shared memory (SMem) directly. It primarily manages process ID information...,[gcsVIDMEM_PIDINFO],[pid; ref]
