Rank,Function_Name,Operation_Type,Category,Score,Reasoning_Summary,Message_Structures,SMIDs_Identified
1,drivers/video/tegra/nvmap/nvmap_dmabuf.c:_nvmap_dmabuf_map_dma_buf,functions_by_file,AIARelevantFunction,90,**AIARelevantFunction Score (90)**: The function `_nvmap_dmabuf_map_dma_buf` is heavily involved in mapping DMA buffers for an AI Accelerator (AIA). It utilizes the `dma_map_sg_attrs` function to m...,[struct dma_buf_attachment; struct nvmap_handle_info; struct sg_table],[dma_address; size; flags; handle; vaddr]
2,nvgpu_mm_pin,dma_operations,AIARelevantFunction,90,**AIARelevantFunction Score (90)**: The function `nvgpu_mm_pin` is primarily responsible for managing memory mappings between the CPU and an AI Accelerator (AIA). It utilizes the `dma_buf_attach` a...,None,None
3,nvgpu_usermode_buf_from_dmabuf,dma_operations,AIARelevantFunction,90,"**AIARelevantFunction Score (90)**: The function `nvgpu_usermode_buf_from_dmabuf` is heavily involved in managing DMA buffers, which are critical for sharing memory with AI Accelerators. It uses `d...",[nvgpu_usermode_buf_linux; nvgpu_mem],[dma_buf; dma_buf_attachment; sg_table; dma_addr_t; u64]
4,gk20a_ioctl_channel_submit_gpfifo,ioctl_operations,AIARelevantFunction,90,"**AIARelevantFunction Score (90)**: The function `gk20a_ioctl_channel_submit_gpfifo` is heavily involved in managing the submission of GPU commands through a FIFO (First In, First Out) mechanism. I...",[nvgpu_submit_gpfifo_args; nvgpu_channel_fence; nvgpu_user_fence; nvgpu_gpfifo_userdata],[fence.id; fence.value; args.gpfifo; args.num_entries]
5,drivers/gpu/nvgpu/os/linux/linux-dma.c:nvgpu_dma_alloc_flags_sys,functions_by_file,AIARelevantFunction,80,"**AIARelevantFunction Score (80)**: The function `nvgpu_dma_alloc_flags_sys` is involved in allocating DMA memory, which is critical for AI Accelerator (AIA) operations. It uses functions like `dma...",[nvgpu_mem; sg_table],[gpu_va; cpu_va; dma_address; iova; size]
6,drivers/video/tegra/nvmap/nvmap_alloc.c:handle_page_alloc,functions_by_file,AIARelevantFunction,80,"**AIARelevantFunction Score (80)**: The function `handle_page_alloc` is involved in memory allocation, which is crucial for managing shared memory between the CPU and an AI Accelerator (AIA). It al...",[nvmap_handle],[size; vaddr; pages; dma_buf]
7,drivers/video/tegra/nvmap/nvmap_alloc.c:alloc_handle_from_va,functions_by_file,AIARelevantFunction,80,**AIARelevantFunction Score (80)**: The function `alloc_handle_from_va` is involved in memory management that is relevant to an AI Accelerator (AIA) context. It pins user pages to memory using `nvm...,None,vaddr; size; flags
8,__dma_buf_export,dma_operations,AIARelevantFunction,80,"**AIARelevantFunction Score (80)**: The function `__dma_buf_export` is involved in exporting a DMA buffer, which is critical for sharing memory with an AI Accelerator (AIA). It utilizes the `dma_bu...",[dma_buf_export_info],[phys_addr_t; dma_buf*; size_t]
9,nvgpu_gpu_ioctl_register_buffer,dma_operations,AIARelevantFunction,80,**AIARelevantFunction (80)**: The function `nvgpu_gpu_ioctl_register_buffer` is involved in managing a DMA buffer that is likely shared with an AI Accelerator (AIA). It utilizes `dma_buf_get` to re...,[struct nvgpu_gpu_register_buffer_args],[dmabuf_fd; metadata_addr; metadata_size]
10,nvgpu_gpu_ioctl_register_buffer,dma_operations,AIARelevantFunction,80,"**AIARelevantFunction Score (80)**: The function `nvgpu_gpu_ioctl_register_buffer` is involved in managing a DMA buffer, which is crucial for AI Accelerator (AIA) operations. It utilizes the `dma_b...",[struct nvgpu_gpu_register_buffer_args],[dmabuf_fd; metadata_addr; metadata_size; flags]
