Rank,Function_Name,Operation_Type,Category,Score,Reasoning_Summary,Message_Structures,SMIDs_Identified
1,gckIOMMU_Construct,functions_by_file,AIARelevantFunction,80,"**AIARelevantFunction (80%)**: The function `gckIOMMU_Construct` is involved in memory management that is relevant for AI Accelerator integration. It uses `dma_map_page` and `dma_unmap_page`, which...",None,dmaHandle; phys
2,_GFPAlloc,functions_by_file,AIARelevantFunction,80,"**AIARelevantFunction Score (80)**: The function `_GFPAlloc` is primarily responsible for allocating memory, which is a critical operation for sharing memory with an AI Accelerator (AIA). It utiliz...",[LINUX_MDL; gfp_alloc; gfp_mdl_priv],[dmaHandle; addr; bytes; numPages]
3,gckVIDMEM_AllocateVirtual,functions_by_file,AIARelevantFunction,70,**AIARelevantFunction Score (70%)**: The function `gckVIDMEM_AllocateVirtual` is primarily responsible for allocating virtual memory for video memory management. It initializes a `gcuVIDMEM_NODE` s...,[gcuVIDMEM_NODE; _gcsVIDMEM_NODE_VIRTUAL],[physical; processID; bytes; gid]
4,gckVIDMEM_NODE_LockCPU,functions_by_file,AIARelevantFunction,70,"**AIARelevantFunction Score (70%)**: The function `gckVIDMEM_NODE_LockCPU` is involved in managing video memory, which is relevant for AI accelerators that require efficient memory access. The func...",None,physical address; logical address; kvaddr
1,_GFPAlloc,functions_by_file,Relevant_KD_Entry_Point,60,"**AIARelevantFunction Score (80)**: The function `_GFPAlloc` is primarily responsible for allocating memory, which is a critical operation for sharing memory with an AI Accelerator (AIA). It utiliz...",[LINUX_MDL; gfp_alloc; gfp_mdl_priv],[dmaHandle; addr; bytes; numPages]
2,gckVIDMEM_NODE_LockCPU,functions_by_file,Relevant_KD_Entry_Point,60,"**AIARelevantFunction Score (70%)**: The function `gckVIDMEM_NODE_LockCPU` is involved in managing video memory, which is relevant for AI accelerators that require efficient memory access. The func...",None,physical address; logical address; kvaddr
3,gckIOMMU_Construct,dma_operations,Relevant_KD_Entry_Point,60,"**AIARelevantFunction Score (80)**: The function `gckIOMMU_Construct` is involved in memory management that is crucial for the integration of an AI Accelerator (AIA). It allocates a page, maps it u...",[gcsIOMMU; device; iommu_domain],[paddingPageDmaHandle; device; domain]
1,gckVIDMEM_NODE_LockCPU,functions_by_file,Message_Structure_Handling,80,"**AIARelevantFunction Score (70%)**: The function `gckVIDMEM_NODE_LockCPU` is involved in managing video memory, which is relevant for AI accelerators that require efficient memory access. The func...",None,physical address; logical address; kvaddr
2,_GFPAlloc,functions_by_file,Message_Structure_Handling,70,"**AIARelevantFunction Score (80)**: The function `_GFPAlloc` is primarily responsible for allocating memory, which is a critical operation for sharing memory with an AI Accelerator (AIA). It utiliz...",[LINUX_MDL; gfp_alloc; gfp_mdl_priv],[dmaHandle; addr; bytes; numPages]
3,gckIOMMU_Construct,dma_operations,Message_Structure_Handling,70,"**AIARelevantFunction Score (80)**: The function `gckIOMMU_Construct` is involved in memory management that is crucial for the integration of an AI Accelerator (AIA). It allocates a page, maps it u...",[gcsIOMMU; device; iommu_domain],[paddingPageDmaHandle; device; domain]
4,gckVIDMEM_AllocateVirtual,functions_by_file,Message_Structure_Handling,60,**AIARelevantFunction Score (70%)**: The function `gckVIDMEM_AllocateVirtual` is primarily responsible for allocating virtual memory for video memory management. It initializes a `gcuVIDMEM_NODE` s...,[gcuVIDMEM_NODE; _gcsVIDMEM_NODE_VIRTUAL],[physical; processID; bytes; gid]
