Rank,Function_Name,Operation_Type,Category,Score,Reasoning_Summary,Message_Structures,SMIDs_Identified
1,hailo_vdma_buffer_map,functions_by_file,AIARelevantFunction,90,"**AIARelevantFunction Score (90)**: The function `hailo_vdma_buffer_map` is heavily involved in memory mapping and DMA buffer management, which are critical for sharing memory with an AI Accelerato...",[hailo_vdma_buffer; hailo_dmabuf_info; sg_table; vm_area_struct],[user_address; handle; size; dmabuf; dmabuf_attachment; dmabuf_sg_table]
2,hailo_vdma_buffer_map_ioctl,user_copy_operations,AIARelevantFunction,90,**AIARelevantFunction Score (90)**: The function `hailo_vdma_buffer_map_ioctl` is heavily involved in memory management and mapping for an AI accelerator (AIA). It utilizes the `copy_from_user` and...,[hailo_vdma_buffer_map_params],[user_address; allocated_buffer_handle; mapped_handle]
3,hailo_desc_list_create,functions_by_file,AIARelevantFunction,80,**AIARelevantFunction Score (80)**: The function `hailo_desc_list_create` is involved in memory management for descriptors that may be used by an AI Accelerator (AIA). It allocates coherent DMA mem...,[hailo_descriptors_list_buffer; hailo_vdma_descriptor],[dma_address; handle; kernel_address]
4,prepare_sg_table,functions_by_file,AIARelevantFunction,80,"**AIARelevantFunction (80%)**: The function `prepare_sg_table` is involved in preparing a scatter-gather table for memory management, which is crucial for sharing memory with an AI Accelerator (AIA...",[struct hailo_vdma_low_memory_buffer; struct sg_table],[pages_address; handle; dma_address]
5,hailo_vdma_launch_transfer_ioctl,user_copy_operations,AIARelevantFunction,80,**AIARelevantFunction (80%)**: The function `hailo_vdma_launch_transfer_ioctl` is involved in transferring data between the CPU and an AI Accelerator (AIA) through a Virtual DMA (VDMA) interface. I...,[hailo_vdma_launch_transfer_params; hailo_vdma_buffer; hailo_vdma_mapped_transfer_buffer],[desc_handle; user_address; dma_address; handle]
6,hailo_desc_list_create_ioctl,user_copy_operations,AIARelevantFunction,70,"**AIARelevantFunction Score (70)**: The function `hailo_desc_list_create_ioctl` is involved in creating a descriptor list for a video DMA (VDMA) controller, which is relevant for AI Accelerator int...",[hailo_desc_list_create_params; hailo_descriptors_list_buffer],[desc_handle; dma_address]
7,hailo_pcie_fops_unlockedioctl,ioctl_operations,AIARelevantFunction,70,**AIARelevantFunction Score (70%)**: The function `hailo_pcie_fops_unlockedioctl` is involved in handling IOCTL commands that can potentially interact with an AI Accelerator (AIA). It checks the va...,[hailo_file_context; hailo_memory_transfer_params],[device address; DMA address; buffer length; enabled channels bitmap]
8,clear_sg_table,functions_by_file,AIARelevantFunction,20,"**AIARelevantFunction (20%)**: The `clear_sg_table` function primarily deals with clearing and managing scatter-gather tables, which is a common operation in memory management for DMA operations. H...",None,None
1,hailo_vdma_ioctl,functions_by_file,Relevant_KD_Entry_Point,100,**AIARelevantFunction (0%)**: The function `hailo_vdma_ioctl` does not directly involve any operations that share memory with an AI Accelerator (AIA). It primarily serves as an entry point for vari...,None,None
2,hailo_query_driver_info,user_copy_operations,Relevant_KD_Entry_Point,100,**AIARelevantFunction Score (0)**: The function `hailo_query_driver_info` does not involve any operations related to shared memory (SMem) with an AI Accelerator (AIA). It primarily retrieves driver...,[struct hailo_driver_info],[None identified]
3,hailo_desc_list_create_ioctl,user_copy_operations,Relevant_KD_Entry_Point,100,**AIARelevantFunction Score (0)**: The function `hailo_desc_list_create_ioctl` does not directly involve sharing memory with an AI Accelerator (AIA). It primarily handles the creation of a descript...,[hailo_desc_list_create_params; hailo_descriptors_list_buffer],[desc_handle; dma_address]
4,hailo_vdma_buffer_map_ioctl,user_copy_operations,Relevant_KD_Entry_Point,100,**AIARelevantFunction Score (90)**: The function `hailo_vdma_buffer_map_ioctl` is heavily involved in memory management and mapping for an AI accelerator (AIA). It utilizes the `copy_from_user` and...,[hailo_vdma_buffer_map_params],[user_address; allocated_buffer_handle; mapped_handle]
5,hailo_desc_list_program_ioctl,user_copy_operations,Relevant_KD_Entry_Point,100,**AIARelevantFunction Score (0)**: The function `hailo_desc_list_program_ioctl` does not directly involve sharing memory with an AI Accelerator (AIA). It primarily handles user commands and manages...,[hailo_desc_list_program_params; hailo_vdma_buffer; hailo_descriptors_list_buffer; hailo_vdma_mapped_transfer_buffer],[buffer_handle; desc_handle; dma_address]
6,hailo_vdma_buffer_sync_ioctl,user_copy_operations,Relevant_KD_Entry_Point,100,"**AIARelevantFunction Score (0)**: The function `hailo_vdma_buffer_sync_ioctl` does not directly involve sharing memory with an AI Accelerator (AIA). It primarily focuses on synchronizing a buffer,...",[struct hailo_vdma_buffer_sync_params],[handle; user_address]
7,hailo_vdma_enable_channels_ioctl,user_copy_operations,Relevant_KD_Entry_Point,100,**AIARelevantFunction Score (0)**: The function `hailo_vdma_enable_channels_ioctl` does not directly interact with an AI Accelerator (AIA) or manage shared memory (SMem) relevant to an AIA. It prim...,[hailo_vdma_enable_channels_params; hailo_vdma_file_context],[enabled_channels_bitmap]
8,hailo_vdma_interrupts_wait_ioctl,user_copy_operations,Relevant_KD_Entry_Point,100,**AIARelevantFunction Score (0)**: The function `hailo_vdma_interrupts_wait_ioctl` does not directly involve sharing memory with an AI Accelerator (AIA). It primarily handles interrupt waiting and ...,[hailo_vdma_interrupts_wait_params],[channels_bitmap_per_engine; channels_count; irq_data.engine_index; irq_data.channel_index]
9,hailo_desc_list_release_ioctl,user_copy_operations,Relevant_KD_Entry_Point,100,"**AIARelevantFunction Score (0)**: The function `hailo_desc_list_release_ioctl` does not directly interact with an AI Accelerator (AIA) or manage shared memory for an AIA. Instead, it primarily dea...",[hailo_desc_list_release_params; hailo_descriptors_list_buffer],[desc_handle; handle; kernel_address; dma_address]
10,hailo_vdma_buffer_unmap_ioctl,user_copy_operations,Relevant_KD_Entry_Point,100,**AIARelevantFunction Score (0)**: The function `hailo_vdma_buffer_unmap_ioctl` does not directly interact with an AI Accelerator (AIA) or perform operations that involve sharing memory with an AIA...,[struct hailo_vdma_buffer_unmap_params],[mapped_handle]
11,hailo_general_ioctl,ioctl_operations,Relevant_KD_Entry_Point,100,**AIARelevantFunction Score (0)**: The function `hailo_general_ioctl` does not directly interact with shared memory or perform operations that would typically be associated with AI Accelerator inte...,None,None
12,hailo_nnc_ioctl,ioctl_operations,Relevant_KD_Entry_Point,100,**AIARelevantFunction Score (0%)**: The function `hailo_nnc_ioctl` does not directly interact with shared memory or perform operations that would typically be associated with an AI Accelerator (AIA...,None,None
13,hailo_read_notification_ioctl,ioctl_operations,Relevant_KD_Entry_Point,100,**AIARelevantFunction Score (0)**: The function `hailo_read_notification_ioctl` does not directly interact with an AI Accelerator (AIA) or manage shared memory (SMem) in a way that is typical for A...,[struct hailo_d2h_notification],[tgid; buffer_len; buffer]
14,hailo_mark_as_in_use,ioctl_operations,Relevant_KD_Entry_Point,100,"**AIARelevantFunction Score (0)**: The function `hailo_mark_as_in_use` does not interact with an AI Accelerator (AIA) or perform any operations related to shared memory management, DMA, or memory m...",[struct hailo_mark_as_in_use_params],[None identified]
