Rank,Function_Name,Operation_Type,Category,Score,Reasoning_Summary,Message_Structures,SMIDs_Identified
1,mc_alloc_internal,dma_operations,AIARelevantFunction,70,"**AIARelevantFunction Score (70)**: The function `mc_alloc_internal` is involved in memory allocation, which is crucial for AI Accelerator operations. It allocates coherent DMA memory using `dma_al...",[struct mem_chunk],[mc->pa (physical address); mc->va (device virtual address); mc->nc_id (neuron channel ID); mc->dram_channel; mc->dram_region]
2,aws-neuronx-2.20.28.0/neuron_mempool.c:mpset_free_expired_mc,functions_by_file,AIARelevantFunction,0,**AIARelevantFunction Score (0%)**: The function `mpset_free_expired_mc` does not involve any operations related to AI Accelerators or shared memory management. It primarily deals with freeing expi...,None,None
3,aws-neuronx-2.20.28.0/neuron_mempool.c:mpset_get_lifespan_head,functions_by_file,AIARelevantFunction,0,**AIARelevantFunction Score (0%)**: The function `mpset_get_lifespan_head` does not involve any operations related to sharing memory with an AI Accelerator (AIA). It primarily retrieves a pointer t...,None,None
4,aws-neuronx-2.20.28.0/neuron_mempool.c:mpset_free_lifespan_list,functions_by_file,AIARelevantFunction,0,**AIARelevantFunction Score (0%)**: The function `mpset_free_lifespan_list` does not involve any operations related to sharing memory with an AI Accelerator (AIA). It primarily deals with freeing a...,None,None
5,aws-neuronx-2.20.28.0/neuron_mempool.c:mc_alloc_align,functions_by_file,AIARelevantFunction,0,**AIARelevantFunction Score (0%)**: The function `mc_alloc_align` does not directly involve any operations related to sharing memory with an AI Accelerator (AIA). It primarily focuses on memory all...,None,None
6,aws-neuronx-2.20.28.0/neuron_mempool.c:mc_alloc_internal,functions_by_file,AIARelevantFunction,0,**AIARelevantFunction Score (0)**: The function `mc_alloc_internal` does not directly involve sharing memory with an AI Accelerator (AIA). It primarily focuses on memory allocation and management w...,[struct mem_chunk],[mc->pa; mc->va; mc->size; mc->dram_channel; mc->dram_region; mc->nc_id; mc->pid]
7,aws-neuronx-2.20.28.0/neuron_mempool.c:mc_add_to_lifespan_list,functions_by_file,AIARelevantFunction,0,**AIARelevantFunction Score (0)**: The function `mc_add_to_lifespan_list` does not interact with any AI Accelerator (AIA) relevant operations. It simply adds a memory chunk (`mem_chunk`) to a lifes...,None,None
8,aws-neuronx-2.20.28.0/neuron_mempool.c:mc_insert_node,functions_by_file,AIARelevantFunction,0,**AIARelevantFunction Score (0)**: The function `mc_insert_node` does not interact with any AI Accelerator (AIA) relevant functions or patterns. It is primarily focused on inserting a memory chunk ...,None,None
9,aws-neuronx-2.20.28.0/neuron_mempool.c:mpset_search_mc,functions_by_file,AIARelevantFunction,0,**AIARelevantFunction Score (0)**: The function `mpset_search_mc` is primarily focused on searching for a memory chunk within a red-black tree based on a physical address (`phys_addr_t pa`). It doe...,None,None
10,aws-neuronx-2.20.28.0/neuron_mempool.c:mc_free,functions_by_file,AIARelevantFunction,0,**AIARelevantFunction Score (0%)**: The function `mc_free` does not involve any operations related to sharing memory with an AI Accelerator (AIA). It primarily deals with freeing memory chunks and ...,None,None
11,aws-neuronx-2.20.28.0/neuron_mempool.c:mc_remove_node,functions_by_file,AIARelevantFunction,0,**AIARelevantFunction Score (0)**: The function `mc_remove_node` does not involve any operations related to AI Accelerator integration or shared memory management. It simply removes a node from a r...,None,None
12,aws-neuronx-2.20.28.0/neuron_mempool.c:mc_remove_from_lifespan_list,functions_by_file,AIARelevantFunction,0,**AIARelevantFunction Score (0)**: The function `mc_remove_from_lifespan_list` does not interact with any AI Accelerator (AIA) relevant operations. It simply removes a memory chunk from a lifespan ...,None,None
13,user_copy:ncdev_device_basic_info,user_copy_operations,AIARelevantFunction,0,"**AIARelevantFunction Score (0)**: The function `ncdev_device_basic_info` does not involve any operations related to sharing memory with an AI Accelerator (AIA). It does not pin user pages, iterate...",[struct neuron_ioctl_device_basic_info],[None identified]
14,user_copy:ncdev_compatible_version,user_copy_operations,AIARelevantFunction,0,**AIARelevantFunction Score (0)**: The function `ncdev_compatible_version` does not involve any operations that directly relate to sharing memory with an AI Accelerator (AIA). It does not pin user ...,[struct neuron_ioctl_compatible_version],[None identified]
15,user_copy:neuron_copy_from_user,user_copy_operations,AIARelevantFunction,0,**AIARelevantFunction Score (0)**: The function `neuron_copy_from_user` does not directly interact with any AI Accelerator (AIA) relevant functions. It primarily focuses on copying data from user s...,None,None
16,user_copy:ncdev_crwl_nc_range_mark,user_copy_operations,AIARelevantFunction,0,**AIARelevantFunction Score (0)**: The function `ncdev_crwl_nc_range_mark` does not directly interact with an AI Accelerator (AIA) or manage shared memory (SMem) for an AIA. It primarily handles IO...,[struct neuron_ioctl_crwl_nc_map_ext; struct neuron_ioctl_crwl_nc_map],[nc_count; start_nc_index; end_nc_index; max_nc_available; bitmap]
17,user_copy:ncdev_crwl_nc_range_mark,user_copy_operations,AIARelevantFunction,0,**AIARelevantFunction Score (0)**: The function `ncdev_crwl_nc_range_mark` does not directly interact with an AI Accelerator (AIA) or manage shared memory for an AIA. It primarily handles IOCTL com...,[struct neuron_ioctl_crwl_nc_map_ext; struct neuron_ioctl_crwl_nc_map],[nc_count; start_nc_index; end_nc_index; max_nc_available; bitmap]
18,user_copy:ncdev_device_bdf,user_copy_operations,AIARelevantFunction,0,"**AIARelevantFunction Score (0)**: The function `ncdev_device_bdf` does not involve any operations related to sharing memory with an AI Accelerator (AIA). It simply retrieves the bus number, slot, ...",[struct neuron_ioctl_device_bdf],[bus_number; slot; func]
19,user_copy:ncdev_device_info,user_copy_operations,AIARelevantFunction,0,**AIARelevantFunction (0%)**: The function `ncdev_device_info` does not involve any operations related to sharing memory with an AI Accelerator (AIA). It primarily focuses on gathering device infor...,[struct neuron_ioctl_device_info],[connected_devices; bar_address; bar_size]
