Rank,Function_Name,Operation_Type,Category,Score,Reasoning_Summary,Message_Structures,SMIDs_Identified
1,gasket-driver/src/gasket_core.c:gasket_init,functions_by_file,AIARelevantFunction,0,**AIARelevantFunction Score (0%)**: The `gasket_init` function does not involve any operations related to sharing memory with an AI Accelerator (AIA). It primarily initializes mutexes and sets up d...,None,None
2,gasket-driver/src/gasket_core.c:gasket_register_device,functions_by_file,AIARelevantFunction,0,**AIARelevantFunction Score (0)**: The function `gasket_register_device` does not involve any operations related to sharing memory with an AI Accelerator (AIA). It primarily focuses on registering ...,None,None
3,gasket-driver/src/gasket_core.c:gasket_pci_add_device,functions_by_file,AIARelevantFunction,0,**AIARelevantFunction Score (0)**: The function `gasket_pci_add_device` does not involve any operations related to sharing memory with an AI Accelerator (AIA). It primarily focuses on adding a PCI ...,None,None
4,gasket-driver/src/gasket_core.c:lookup_pci_internal_desc,functions_by_file,AIARelevantFunction,0,**AIARelevantFunction Score (0)**: The function `lookup_pci_internal_desc` does not interact with any AI Accelerator (AIA) relevant operations. It is primarily focused on looking up a PCI device de...,None,None
5,gasket-driver/src/gasket_core.c:gasket_alloc_dev,functions_by_file,AIARelevantFunction,0,**AIARelevantFunction Score (0%)**: The function `gasket_alloc_dev` does not involve any operations related to sharing memory with an AI Accelerator (AIA). It primarily focuses on allocating and in...,None,None
6,gasket-driver/src/gasket_core.c:gasket_find_dev_slot,functions_by_file,AIARelevantFunction,0,**AIARelevantFunction Score (0)**: The function `gasket_find_dev_slot` does not involve any operations related to sharing memory with an AI Accelerator (AIA). It primarily focuses on finding a devi...,None,None
7,gasket-driver/src/gasket_core.c:gasket_setup_pci,functions_by_file,AIARelevantFunction,0,**AIARelevantFunction Score (0)**: The function `gasket_setup_pci` does not involve any operations related to sharing memory with an AI Accelerator (AIA). It primarily focuses on setting up PCI dev...,None,None
8,gasket-driver/src/gasket_core.c:gasket_map_pci_bar,functions_by_file,AIARelevantFunction,0,**AIARelevantFunction Score (0)**: The function `gasket_map_pci_bar` does not involve any operations related to sharing memory with an AI Accelerator (AIA). It primarily deals with mapping PCI BARs...,None,None
9,gasket-driver/src/gasket_core.c:gasket_wait_with_reschedule,functions_by_file,AIARelevantFunction,0,"**AIARelevantFunction Score (0)**: The function `gasket_wait_with_reschedule` does not interact with any AI Accelerator (AIA) relevant functions such as pinning user pages, obtaining physical addre...",None,None
10,gasket-driver/src/gasket_core.c:gasket_enable_device,functions_by_file,AIARelevantFunction,0,**AIARelevantFunction Score (0)**: The function `gasket_enable_device` does not involve any operations related to sharing memory with an AI Accelerator (AIA). It primarily focuses on enabling a dev...,None,None
11,gasket-driver/src/gasket_core.c:gasket_get_driver_desc,functions_by_file,AIARelevantFunction,0,"**AIARelevantFunction Score (0)**: The function `gasket_get_driver_desc` does not involve any operations related to shared memory management, DMA, or interactions with an AI Accelerator. It simply ...",None,None
12,gasket-driver/src/gasket_core.c:check_and_invoke_callback,functions_by_file,AIARelevantFunction,0,**AIARelevantFunction Score (0)**: The function `check_and_invoke_callback` does not interact with any AI Accelerator (AIA) relevant functions or memory management patterns associated with shared m...,None,None
13,gasket-driver/src/gasket_core.c:gasket_get_hw_status,functions_by_file,AIARelevantFunction,0,**AIARelevantFunction Score (0)**: The function `gasket_get_hw_status` does not involve any operations related to sharing memory with an AI Accelerator (AIA). It primarily checks the hardware statu...,None,None
14,gasket-driver/src/gasket_core.c:gasket_check_and_invoke_callback_nolock,functions_by_file,AIARelevantFunction,0,**AIARelevantFunction Score (0)**: The function `gasket_check_and_invoke_callback_nolock` does not involve any operations related to shared memory management or interactions with an AI Accelerator ...,None,None
15,gasket-driver/src/gasket_core.c:gasket_add_cdev,functions_by_file,AIARelevantFunction,0,**AIARelevantFunction Score (0)**: The function `gasket_add_cdev` does not involve any operations related to sharing memory with an AI Accelerator (AIA). It primarily focuses on initializing and ad...,None,None
