Rank,Function_Name,Operation_Type,Category,Score,Reasoning_Summary,Message_Structures,SMIDs_Identified
1,_GFPAlloc,functions_by_file,AIARelevantFunction,80,"**AIARelevantFunction (80%)**: The function `_GFPAlloc` is involved in memory allocation, which is critical for AI Accelerator (AIA) operations. It utilizes functions like `dma_map_page` and `dma_m...",[LINUX_MDL; gfp_mdl_priv],[dmaHandle; physical; logical; contiguous; numPages]
2,gckIOMMU_Construct,dma_operations,AIARelevantFunction,80,**AIARelevantFunction (80%)**: The function `gckIOMMU_Construct` is involved in setting up an IOMMU (Input/Output Memory Management Unit) which is crucial for managing memory access between the CPU...,[gcsIOMMU; iommu_domain],[paddingPageDmaHandle; domain; device]
3,_GFPPhysical,functions_by_file,AIARelevantFunction,70,"**AIARelevantFunction (70%)**: The function `_GFPPhysical` is involved in obtaining the physical address of memory pages, which is relevant for memory management in the context of AI Accelerators. ...",None,None
4,gckVIDMEM_NODE_LockCPU,functions_by_file,AIARelevantFunction,70,"**AIARelevantFunction Score (70%)**: The function `gckVIDMEM_NODE_LockCPU` is involved in managing video memory, which is relevant for AI accelerators that require efficient memory access. The func...",None,None
1,gckIOMMU_Construct,functions_by_file,Relevant_KD_Entry_Point,60,**AIARelevantFunction Score (70%)**: The function `gckIOMMU_Construct` is involved in setting up an IOMMU (Input-Output Memory Management Unit) which is crucial for managing memory access between t...,[gcsIOMMU; iommu_domain],[paddingPageDmaHandle; device; domain]
2,_GFPAlloc,functions_by_file,Relevant_KD_Entry_Point,60,"**AIARelevantFunction (80%)**: The function `_GFPAlloc` is involved in memory allocation, which is critical for AI Accelerator (AIA) operations. It utilizes functions like `dma_map_page` and `dma_m...",[LINUX_MDL; gfp_mdl_priv],[dmaHandle; physical; logical; contiguous; numPages]
3,gckVIDMEM_NODE_LockCPU,functions_by_file,Relevant_KD_Entry_Point,60,"**AIARelevantFunction Score (70%)**: The function `gckVIDMEM_NODE_LockCPU` is involved in managing video memory, which is relevant for AI accelerators that require efficient memory access. The func...",None,None
1,gckVIDMEM_NODE_LockCPU,functions_by_file,Message_Structure_Handling,80,"**AIARelevantFunction Score (70%)**: The function `gckVIDMEM_NODE_LockCPU` is involved in managing video memory, which is relevant for AI accelerators that require efficient memory access. The func...",None,None
2,_GFPAlloc,dma_operations,Message_Structure_Handling,80,"**AIARelevantFunction (70%)**: The function `_GFPAlloc` is involved in memory allocation, which is critical for AI Accelerator (AIA) operations, particularly when it comes to managing memory for DM...",[LINUX_MDL; gfp_mdl_priv; gfp_alloc; sg_table],[dmaHandle; dma_addr; contiguous; numPages]
3,gckIOMMU_Construct,dma_operations,Message_Structure_Handling,70,**AIARelevantFunction (80%)**: The function `gckIOMMU_Construct` is involved in setting up an IOMMU (Input/Output Memory Management Unit) which is crucial for managing memory access between the CPU...,[gcsIOMMU; iommu_domain],[paddingPageDmaHandle; domain; device]
