,,,Relevant Functions,,,,,,,,,,,KD Entry Point,,,,,,,,,,,SMem Handling,,,,,,,,,,
Accelerator,Platform,Threshold,Total,Flagged,BER,Manual,NER,VRC,Retrieved,TP,Precision,Recall,F1,Total,Flagged,BER,Manual,NER,VRC,Retrieved,TP,Precision,Recall,F1,Total,Flagged,BER,Manual,NER,VRC,Retrieved,TP,Precision,Recall,F1
Google TPU,coral,50,159,14,91.19,1,99.37,90.00,13,1,0.0769,1.0000,0.1429,159,16,89.94,9,94.34,90.00,16,2,0.1176,1.0000,0.2105,159,19,88.05,6,96.23,90.00,19,1,0.0526,1.0000,0.1000
Google TPU,coral,52.5,159,14,91.19,1,99.37,90.00,13,1,0.0769,1.0000,0.1429,159,16,89.94,9,94.34,90.00,16,2,0.1176,1.0000,0.2105,159,19,88.05,6,96.23,90.00,19,1,0.0526,1.0000,0.1000
Google TPU,coral,55,159,14,91.19,1,99.37,90.00,13,1,0.0769,1.0000,0.1429,159,16,89.94,9,94.34,90.00,16,2,0.1176,1.0000,0.2105,159,19,88.05,6,96.23,90.00,19,1,0.0526,1.0000,0.1000
Google TPU,coral,57.5,159,14,91.19,1,99.37,90.00,13,1,0.0769,1.0000,0.1429,159,16,89.94,9,94.34,90.00,16,2,0.1176,1.0000,0.2105,159,19,88.05,6,96.23,90.00,19,1,0.0526,1.0000,0.1000
Google TPU,coral,60,159,14,91.19,1,99.37,90.00,13,1,0.0769,1.0000,0.1429,159,16,89.94,9,94.34,90.00,16,2,0.1176,1.0000,0.2105,159,19,88.05,6,96.23,90.00,19,1,0.0526,1.0000,0.1000
Google TPU,coral,62.5,159,14,91.19,1,99.37,90.00,11,1,0.0909,1.0000,0.1667,159,16,89.94,9,94.34,90.00,13,2,0.1429,1.0000,0.2500,159,19,88.05,6,96.23,90.00,15,1,0.0667,1.0000,0.1250
Google TPU,coral,65,159,14,91.19,1,99.37,90.00,11,1,0.0909,1.0000,0.1667,159,16,89.94,9,94.34,90.00,13,2,0.1429,1.0000,0.2500,159,19,88.05,6,96.23,90.00,15,1,0.0667,1.0000,0.1250
Google TPU,coral,67.5,159,14,91.19,1,99.37,90.00,11,1,0.0909,1.0000,0.1667,159,16,89.94,9,94.34,90.00,13,2,0.1429,1.0000,0.2500,159,19,88.05,6,96.23,90.00,15,1,0.0667,1.0000,0.1250
Google TPU,coral,70,159,14,91.19,1,99.37,90.00,11,1,0.0909,1.0000,0.1667,159,16,89.94,9,94.34,90.00,13,2,0.1429,1.0000,0.2500,159,19,88.05,6,96.23,90.00,15,1,0.0667,1.0000,0.1250
Google TPU,coral,72.5,159,14,91.19,1,99.37,90.00,7,1,0.1429,1.0000,0.2500,159,16,89.94,9,94.34,90.00,13,2,0.1429,1.0000,0.2500,159,19,88.05,6,96.23,90.00,11,1,0.0909,1.0000,0.1667
Google TPU,coral,75,159,14,91.19,1,99.37,90.00,7,1,0.1429,1.0000,0.2500,159,16,89.94,9,94.34,90.00,13,2,0.1429,1.0000,0.2500,159,19,88.05,6,96.23,90.00,11,1,0.0909,1.0000,0.1667
Google TPU,coral,77.5,159,14,91.19,1,99.37,90.00,7,1,0.1429,1.0000,0.2500,159,16,89.94,9,94.34,90.00,13,2,0.1429,1.0000,0.2500,159,19,88.05,6,96.23,90.00,11,1,0.0909,1.0000,0.1667
Google TPU,coral,80,159,14,91.19,1,99.37,90.00,7,1,0.1429,1.0000,0.2500,159,16,89.94,9,94.34,90.00,13,2,0.1429,1.0000,0.2500,159,19,88.05,6,96.23,90.00,11,1,0.0909,1.0000,0.1667
Google TPU,coral,82.5,159,14,91.19,1,99.37,90.00,1,1,1.0000,1.0000,1.0000,159,16,89.94,9,94.34,90.00,9,2,0.2000,1.0000,0.3333,159,19,88.05,6,96.23,90.00,8,1,0.1250,1.0000,0.2222
Google TPU,coral,85,159,14,91.19,1,99.37,90.00,1,1,1.0000,1.0000,1.0000,159,16,89.94,9,94.34,90.00,9,2,0.2000,1.0000,0.3333,159,19,88.05,6,96.23,90.00,8,1,0.1250,1.0000,0.2222
Google TPU,coral,87.5,159,14,91.19,1,99.37,90.00,1,1,1.0000,1.0000,1.0000,159,16,89.94,9,94.34,90.00,9,2,0.2000,1.0000,0.3333,159,19,88.05,6,96.23,90.00,6,1,0.1667,1.0000,0.2857
Google TPU,coral,90,159,14,91.19,1,99.37,90.00,1,1,1.0000,1.0000,1.0000,159,16,89.94,9,94.34,90.00,9,2,0.2000,1.0000,0.3333,159,19,88.05,6,96.23,90.00,6,1,0.1667,1.0000,0.2857
Google TPU,coral,92.5,159,14,91.19,1,99.37,90.00,0,0,0.0000,0.0000,0.0000,159,16,89.94,9,94.34,90.00,7,0,0.0000,0.0000,0.0000,159,19,88.05,6,96.23,90.00,5,0,0.0000,0.0000,0.0000
Google TPU,coral,95,159,14,91.19,1,99.37,90.00,0,0,0.0000,0.0000,0.0000,159,16,89.94,9,94.34,90.00,7,0,0.0000,0.0000,0.0000,159,19,88.05,6,96.23,90.00,5,0,0.0000,0.0000,0.0000
Google TPU,coral,97.5,159,14,91.19,1,99.37,90.00,0,0,0.0000,0.0000,0.0000,159,16,89.94,9,94.34,90.00,7,0,0.0000,0.0000,0.0000,159,19,88.05,6,96.23,90.00,5,0,0.0000,0.0000,0.0000
Google TPU,coral,100,159,14,91.19,1,99.37,90.00,0,0,0.0000,0.0000,0.0000,159,16,89.94,9,94.34,90.00,7,0,0.0000,0.0000,0.0000,159,19,88.05,6,96.23,90.00,5,0,0.0000,0.0000,0.0000
NXP NPU,nxp,50,1273,14,98.90,4,99.69,85.00,14,4,0.2500,1.0000,0.4000,1273,7,99.45,7,99.45,60.00,7,2,0.2857,1.0000,0.4444,1273,19,98.51,7,99.45,80.00,19,2,0.1053,1.0000,0.1905
NXP NPU,nxp,52.5,1273,14,98.90,4,99.69,85.00,14,4,0.2500,1.0000,0.4000,1273,7,99.45,7,99.45,60.00,7,2,0.2857,1.0000,0.4444,1273,19,98.51,7,99.45,80.00,18,2,0.1111,1.0000,0.2000
NXP NPU,nxp,55,1273,14,98.90,4,99.69,85.00,14,4,0.2500,1.0000,0.4000,1273,7,99.45,7,99.45,60.00,7,2,0.2857,1.0000,0.4444,1273,19,98.51,7,99.45,80.00,18,2,0.1111,1.0000,0.2000
NXP NPU,nxp,57.5,1273,14,98.90,4,99.69,85.00,14,4,0.2500,1.0000,0.4000,1273,7,99.45,7,99.45,60.00,7,2,0.2857,1.0000,0.4444,1273,19,98.51,7,99.45,80.00,18,2,0.1111,1.0000,0.2000
NXP NPU,nxp,60,1273,14,98.90,4,99.69,85.00,14,4,0.2500,1.0000,0.4000,1273,7,99.45,7,99.45,60.00,7,2,0.2857,1.0000,0.4444,1273,19,98.51,7,99.45,80.00,18,2,0.1111,1.0000,0.2000
